"#",Jurisdiction,Lens ID,Publication Date,Application Number,Application Date,Title,Applicants,Owners,Cites Patent Count,Cited by Patent Count,CPC Classifications,IPCR Classifications,US Classifications
4842,US,041-047-183-143-667,2019-05-09,US 201716096029 A,2017-03-30,CROSSLINKED POLYMER COMPOSITION FOR CABLE ACCESSORIES,BOREALIS AG,BOREALIS AG (2018-11-06),7,0,C08F210/02;;C08K3/04;;C08K5/14;;H01B3/004;;H01B3/441;;C08K2201/001;;C08L2310/00;;C08L2312/00;;C08F210/02;;C08K3/04;;C08K5/14;;H01B3/004;;H01B3/441;;C08K2201/001;;C08L2312/00;;C08L2310/00;;C08F2500/03;;C08F2500/12;;C08F2800/20;;C08K3/14;;C08K3/22;;C08K2003/2231;;C08K2003/2241;;C08K2003/2296;;C08L23/0815;;C08L2203/20,C08L23/08;;C08F210/02;;C08K3/04;;C08K3/14;;C08K3/22;;C08K5/14;;H01B3/00;;H01B3/44,
4843,US,146-672-170-237-980,2021-01-12,US 201716096029 A,2017-03-30,Crosslinked polymer composition for cable accessories,BOREALIS AG,BOREALIS AG (2018-11-06),11,0,C08F210/02;;C08K3/04;;C08K5/14;;H01B3/004;;H01B3/441;;C08K2201/001;;C08L2310/00;;C08L2312/00;;C08F210/02;;C08K3/04;;C08K5/14;;H01B3/004;;H01B3/441;;C08K2201/001;;C08L2312/00;;C08L2310/00;;C08F2500/03;;C08F2500/12;;C08F2800/20;;C08K3/14;;C08K3/22;;C08K2003/2231;;C08K2003/2241;;C08K2003/2296;;C08L23/0815;;C08L2203/20,C08L23/08;;C08F210/02;;C08K3/04;;C08K3/14;;C08K3/22;;C08K5/14;;H01B3/00;;H01B3/44,
4844,WO,146-570-897-043-784,2012-05-18,EP 2011069903 W,2011-11-11,A METHOD FOR RECOVERING TRANSITION METAL TETRAHALIDE AND HYDROCARBONS FROM A WASTE STREAM,BOREALIS AG;;LYLYKANGAS MIKKO;;RAESAENEN JUKKA;;NYFORS KLAUS;;MALINEN PEKKA,,48,1,B01D1/222;;C01G1/06;;C01G23/022;;C01P2006/80;;C22B34/1231;;B01D1/22;;B01D1/222;;B01D3/14;;B01D3/143;;B01D3/148;;B01D3/28;;C01G1/06;;C01G23/022;;C01G23/024;;C01P2006/80;;C22B34/1231;;Y02P10/20,C01G23/02;;B01D1/22;;C01G1/06;;C22B34/12,
4845,US,037-725-885-774-901,2012-07-12,US 201013388490 A,2010-11-03,PROCESS FOR PRODUCING POLYOLEFINS,KOKKO TAPIO;;ELOVAINIO ERNO;;KIVELA JOUNI;;NYFORS KLAUS;;HAGANE KAI;;BOREALIS AG,BOREALIS AG (2012-02-28),1,1,B01J8/1809;;B01J8/007;;B01J8/26;;B01J2208/00256;;B01J2208/00274;;B01J2208/0084;;B01J2219/0004;;C08F6/001;;C08F10/06;;C08F110/06;;C08F210/06;;B01J8/1809;;B01J8/007;;B01J8/26;;B01J2208/00256;;B01J2208/00274;;B01J2208/0084;;B01J2219/0004;;C08F6/001;;C08F10/06;;C08F110/06;;C08F210/06,C08F2/01,526/65
4846,WO,043-889-185-218-187,2018-06-28,EP 2017081764 W,2017-12-07,ZIEGLER-NATTA CATALYST AND PREPARATION THEREOF,BOREALIS AG,,22,0,C08F110/02;;C08F210/16;;C08F4/022;;C08F4/65916;;C08F10/02;;C08F10/06;;C08F10/08;;C08F10/14,C08F4/651;;C08F4/654;;C08F110/02;;C08F210/16,
4847,US,036-337-438-720-038,2022-03-03,US 201917414374 A,2019-12-03,IMPROVED FOAMING BEHAVIOUR OF POLYMER COMPOSITIONS USING PASSIVE NUCLEATION,BOREALIS AG,BOREALIS AG (2021-04-26),11,0,C08L23/00;;C08L2203/14;;C08L2203/202;;C08L2205/02;;C08L2205/24;;C08J9/0061;;C08J9/0066;;C08J9/122;;C08J2203/06;;C08J2205/044;;C08J2323/06;;C08J2423/06;;C08J2201/03;;C08L23/06;;C08L2203/14;;C08L2203/202;;C08L2205/025;;C08L2207/062;;C08L2207/066,C08L23/06,
4848,US,167-930-028-036-580,2019-08-06,US 201113884623 A,2011-11-11,Method for recovering transition metal tetrahalide and hydrocarbons from a waste stream,LYLYKANGAS MIKKO;;RAESAENEN JUKKA;;NYFORS KLAUS;;MALINEN PEKKA;;BOREALIS AG,BOREALIS AG (2013-06-12),52,2,B01D1/222;;C01G1/06;;C01G23/022;;C01P2006/80;;C22B34/1231;;B01D1/22;;B01D1/222;;B01D3/14;;B01D3/143;;B01D3/148;;B01D3/28;;C01G1/06;;C01G23/022;;C01G23/024;;C01P2006/80;;C22B34/1231;;Y02P10/20,B01D1/22;;B01D3/14;;B01D3/28;;C01G1/06;;C01G23/02;;C22B34/12;;G01G23/02,
4849,US,154-681-216-876-716,2019-11-21,US 201916525844 A,2019-07-30,METHOD FOR RECOVERING TRANSITION METAL TETRAHALIDE AND HYDROCARBONS FROM A WASTE STREAM,BOREALIS AG,BOREALIS AG (2013-06-12),0,0,B01D1/222;;C01G1/06;;C01G23/022;;C01P2006/80;;C22B34/1231;;B01D1/22;;B01D1/222;;B01D3/14;;B01D3/143;;B01D3/148;;B01D3/28;;C01G1/06;;C01G23/022;;C01G23/024;;C01P2006/80;;C22B34/1231;;Y02P10/20,B01D1/22;;C01G1/06;;C01G23/02;;C22B34/12,
4850,US,031-462-015-731-094,2022-01-04,US 201916525844 A,2019-07-30,Method for recovering transition metal tetrahalide and hydrocarbons from a waste stream,BOREALIS AG,BOREALIS AG (2013-06-12),55,0,B01D1/222;;C01G1/06;;C01G23/022;;C01P2006/80;;C22B34/1231;;B01D1/22;;B01D1/222;;B01D3/14;;B01D3/143;;B01D3/148;;B01D3/28;;C01G1/06;;C01G23/022;;C01G23/024;;C01P2006/80;;C22B34/1231;;Y02P10/20,B01D3/14;;B01D1/22;;B01D3/22;;B01D3/28;;C01G1/06;;C01G23/02;;C22B34/12,
4851,EP,083-925-847-633-133,2020-06-24,EP 18215274 A,2018-12-21,IMPROVED FOAMING BEHAVIOUR OF POLYMER COMPOSITIONS USING PASSIVE NUCLEATION,BOREALIS AG,BOREALIS AG (2022-03-09),4,1,C08L23/00;;C08L2203/14;;C08L2203/202;;C08L2205/02;;C08L2205/24;;C08J9/0061;;C08J9/0066;;C08J9/122;;C08J2203/06;;C08J2205/044;;C08J2323/06;;C08J2423/06;;C08J2201/03;;C08L23/06;;C08L2203/14;;C08L2203/202;;C08L2205/025;;C08L2207/062;;C08L2207/066,C08L23/00,
4852,US,174-569-025-858-297,2014-01-16,US 201113996831 A,2011-12-20,BRIDGED METALLOCENE CATALYSTS,RESCONI LUIGI;;CASTRO PASCAL;;VOSKOBOYNIKOV ALEXANDER Z;;IZMER VYATCHESLAV V;;KONONOVICH DMITRY S;;BOREALIS AG,BOREALIS AG (2013-06-29),0,5,B01J31/2295;;B01J2231/122;;B01J2531/48;;B01J2531/49;;C07F17/00;;C08F10/00;;C08F110/06;;C08F210/06;;C08F2420/07;;C08F10/00;;C08F4/6592;;C08F4/76;;B01J31/2295;;B01J2231/122;;B01J2531/48;;B01J2531/49;;C07F17/00;;C08F4/52;;C08F4/65908;;C08F4/65927;;C08F10/00;;C08F110/06;;C08F210/06,C08F4/76;;C08F4/52,526/127;;502/117;;502/104;;556/11
4853,EP,162-634-814-136-329,2012-11-07,EP 09177704 A,2009-12-02,Process for producing polyolefins,BOREALIS AG,,4,0,B01J8/1809;;B01J8/007;;B01J8/26;;B01J2208/00256;;B01J2208/00274;;B01J2208/0084;;B01J2219/0004;;C08F6/001;;C08F10/06;;C08F110/06;;C08F210/06;;B01J8/1809;;B01J8/007;;B01J8/26;;B01J2208/00256;;B01J2208/00274;;B01J2208/0084;;B01J2219/0004;;C08F6/001;;C08F10/06;;C08F110/06;;C08F210/06,C08F6/00;;B01J8/00;;B01J8/18;;B01J8/26;;C08F2/00;;C08F2/34;;C08F10/00;;C08L23/00,
4854,WO,035-354-477-875-719,2011-06-09,EP 2010006703 W,2010-11-03,PROCESS FOR PRODUCING POLYOLEFINS,BOREALIS AG;;KOKKO TAPIO;;ELOVAINIO ERNO;;KIVELAE JOUNI;;NYFORS KLAUS;;HAGANE KAI,,38,1,B01J8/1809;;B01J8/007;;B01J8/26;;B01J2208/00256;;B01J2208/00274;;B01J2208/0084;;B01J2219/0004;;C08F6/001;;C08F10/06;;C08F110/06;;C08F210/06;;B01J8/1809;;B01J8/007;;B01J8/26;;B01J2208/00256;;B01J2208/00274;;B01J2208/0084;;B01J2219/0004;;C08F6/001;;C08F10/06;;C08F110/06;;C08F210/06,C08F6/00;;C08F2/00;;C08F2/34;;C08F10/00;;C08L23/00,
4855,EP,088-631-857-658-252,2012-05-16,EP 10191041 A,2010-11-12,A method for recovering transition metal tetrahalide and hydrocarbons from a waste stream,BOREALIS AG,,48,0,B01D1/222;;C01G1/06;;C01G23/022;;C01P2006/80;;C22B34/1231;;B01D1/22;;B01D1/222;;B01D3/14;;B01D3/143;;B01D3/148;;B01D3/28;;C01G1/06;;C01G23/022;;C01G23/024;;C01P2006/80;;C22B34/1231;;Y02P10/20,C01G23/02;;B01D1/22;;C01G1/06;;C22B34/12,
4856,US,183-466-280-925-041,2014-02-13,US 201113884623 A,2011-11-11,METHOD FOR RECOVERING TRANSITION METAL TETRAHALIDE AND HYDROCARBONS FROM A WASTE STREAM,LYLYKANGAS MIKKO;;RAESAENEN JUKKA;;NYFORS KLAUS;;MALINEN PEKKA;;BOREALIS AG,BOREALIS AG (2013-06-12),4,5,B01D1/222;;C01G1/06;;C01G23/022;;C01P2006/80;;C22B34/1231;;B01D1/22;;B01D1/222;;B01D3/14;;B01D3/143;;B01D3/148;;B01D3/28;;C01G1/06;;C01G23/022;;C01G23/024;;C01P2006/80;;C22B34/1231;;Y02P10/20,B01D1/22,203/47;;203/89
4857,EP,104-045-142-647-759,2011-06-08,EP 09177704 A,2009-12-02,Process for producing polyolefins,BOREALIS AG,,38,23,B01J8/1809;;B01J8/007;;B01J8/26;;B01J2208/00256;;B01J2208/00274;;B01J2208/0084;;B01J2219/0004;;C08F6/001;;C08F10/06;;C08F110/06;;C08F210/06;;B01J8/1809;;B01J8/007;;B01J8/26;;B01J2208/00256;;B01J2208/00274;;B01J2208/0084;;B01J2219/0004;;C08F6/001;;C08F10/06;;C08F110/06;;C08F210/06,C08F6/00;;B01J8/00;;B01J8/18;;B01J8/26;;C08F2/00;;C08F2/34;;C08F10/00;;C08L23/00,
4858,US,179-852-932-949-876,2013-07-02,US 201013388490 A,2010-11-03,Process for producing polyolefins,KOKKO TAPIO;;ELOVAINIO ERNO;;KIVELA JOUNI;;NYFORS KLAUS;;HAGANE KAI;;BOREALIS AG,BOREALIS AG (2012-02-28),38,0,B01J8/1809;;B01J8/007;;B01J8/26;;B01J2208/00256;;B01J2208/00274;;B01J2208/0084;;B01J2219/0004;;C08F6/001;;C08F10/06;;C08F110/06;;C08F210/06;;B01J8/1809;;B01J8/007;;B01J8/26;;B01J2208/00256;;B01J2208/00274;;B01J2208/0084;;B01J2219/0004;;C08F6/001;;C08F10/06;;C08F110/06;;C08F210/06,C08F2/00;;B01J8/18;;C08F4/00;;C08F210/00,526/72;;526/90;;526/348;;422/139
4859,WO,089-538-738-265-667,2012-06-28,EP 2011073426 W,2011-12-20,BRIDGED METALLOCENE CATALYSTS,BOREALIS AG;;RESCONI LUIGI;;CASTRO PASCAL;;VOSKOBOYNIKOV ALEXANDER Z;;IZMER VYATCHESLAV V;;KONOVICH DMITRY S,,12,148,B01J31/2295;;B01J2231/122;;B01J2531/48;;B01J2531/49;;C07F17/00;;C08F10/00;;C08F110/06;;C08F210/06;;C08F2420/07;;C08F10/00;;C08F4/6592;;C08F4/76;;B01J31/2295;;B01J2231/122;;B01J2531/48;;B01J2531/49;;C07F17/00;;C08F4/52;;C08F4/65908;;C08F4/65927;;C08F10/00;;C08F110/06;;C08F210/06,C08F10/00;;C08F4/6592,
4860,US,096-925-396-198-938,2015-07-14,US 201113996831 A,2011-12-20,Bridged metallocene catalysts,RESCONI LUIGI;;CASTRO PASCAL;;VOSKOBOYNIKOV ALEXANDER Z;;IZMER VYATCHESLAV V;;KONONOVICH DMITRY S;;BOREALIS AG,BOREALIS AG (2013-06-29),12,0,B01J31/2295;;B01J2231/122;;B01J2531/48;;B01J2531/49;;C07F17/00;;C08F10/00;;C08F110/06;;C08F210/06;;C08F2420/07;;C08F10/00;;C08F4/6592;;C08F4/76;;B01J31/2295;;B01J2231/122;;B01J2531/48;;B01J2531/49;;C07F17/00;;C08F4/52;;C08F4/65908;;C08F4/65927;;C08F10/00;;C08F110/06;;C08F210/06,C08F4/6592;;B01J31/22;;C07F17/00;;C08F4/52;;C08F4/642;;C08F4/643;;C08F4/659;;C08F4/76;;C08F10/00;;C08F110/06;;C08F210/06,
4861,US,159-371-770-015-583,2019-08-01,US 201716311497 A,2017-06-20,CABLE AND COMPOSITION,BOREALIS AG,BOREALIS AG (2019-01-24),1,1,H01B3/441;;C08L23/06;;C08L23/08;;C08L23/083;;C08L2205/02;;C08L2205/025;;C08L2207/062;;C08L2207/066;;C08L2207/068;;H01B13/14;;H01B3/44;;H01B3/441;;C08L23/06;;C08L23/08;;C08L23/083;;C08L2203/202;;C08L2205/02;;C08L2205/025;;C08L2207/062;;C08L2207/066;;C08L2207/068;;H01B13/14,H01B3/44;;C08L23/06;;H01B13/14,
4862,WO,163-240-398-467-309,2025-01-23,EP 2024057075 W,2024-03-15,METALLOCENES FOR THE MANUFACTURE OF PROPYLENE COPOLYMERS,BOREALIS AG,,17,0,C08F210/06;;C08F2420/07;;C08F4/65912;;C08F4/65916,C08F210/06;;C08F2/00;;C08F4/6592;;C08F210/08;;C08F210/16,
4863,US,061-088-228-043-210,2019-07-30,US 201515510030 A,2015-09-11,Process for producing propylene copolymers in gas phase,BOREALIS AG,BOREALIS AG (2012-04-06);;ZHEJIANG JINDA MOTORS AND ELECTRIC APPLIANCES CO. LTD (2017-07-19),33,0,C08F210/06;;C08F2/38;;C08F4/65912;;C08F210/16;;C08F2410/01;;C08F2/38;;C08F4/65912;;C08F2410/01;;C08F210/06;;C08F2/38;;C08F4/65912;;C08F2410/01;;C08L23/14;;C08L23/16,C08L23/16;;C08F2/38;;C08F4/659;;C08F4/6592;;C08F210/06;;C08L23/14,
4864,EP,078-581-706-022-278,2017-12-27,EP 16175587 A,2016-06-21,CABLE WITH IMPROVED ELECTRICAL PROPERTIES,BOREALIS AG,BOREALIS AG (2022-03-09),20,6,C08L23/06;;C08L23/08;;C08L23/083;;H01B3/441;;C08L2205/02;;C08L2312/00;;C08L2207/062;;C08L2207/066;;C08L23/06;;C08L23/08;;C08L23/083;;C08L2205/02;;C08L2207/062;;C08L2207/066;;C08L2312/00;;H01B3/441;;H01B13/14;;C08L23/06;;C08L23/08;;C08L23/0815;;C08L23/083;;H01B3/441;;H01B9/027;;C08L2312/00;;C08L2207/062;;C08L2205/02;;C08L23/06;;C08L2207/062;;C08L2207/066;;C08L2312/00;;C08L2205/02;;C08L23/08;;C08L23/083;;H01B3/441;;C08L2205/025;;H01B9/027;;H01B13/14,H01B3/44;;C08L23/06;;C08L23/08;;H01B9/02,
4865,US,189-955-872-689-017,2020-06-09,US 201716312400 A,2017-06-20,Cable with improved electrical properties,BOREALIS AG,BOREALIS AG (2019-01-18),20,1,C08L23/06;;C08L23/08;;C08L23/083;;C08L2205/02;;C08L2207/062;;C08L2207/066;;C08L2312/00;;H01B3/441;;H01B3/441;;C08L23/06;;C08L23/08;;C08L23/083;;C08L2205/02;;C08L2207/062;;C08L2207/066;;C08L2312/00;;H01B13/14;;H01B3/441;;C08L23/06;;C08L23/08;;C08L23/0815;;C08L23/083;;C08L2205/02;;C08L2207/062;;C08L2312/00;;H01B9/027;;H01B3/441;;C08L23/06;;C08L23/08;;C08L23/083;;C08L2205/02;;C08L2205/025;;C08L2207/062;;C08L2207/066;;C08L2312/00;;H01B9/027;;H01B13/14,H01B9/02;;C08L23/06;;C08L23/08;;H01B3/44;;H01B13/14,
4866,EP,012-474-631-159-422,2017-12-27,EP 16175588 A,2016-06-21,CABLE AND COMPOSITION,BOREALIS AG,BOREALIS AG (2022-03-09),10,3,C08L23/06;;C08L23/08;;C08L23/083;;C08L2205/02;;C08L2205/025;;C08L2207/062;;C08L2207/066;;C08L2207/068;;H01B3/441;;H01B13/14;;H01B3/44;;C08L23/06;;C08L2205/025;;C08L2207/062;;C08L2207/066;;C08L2207/068;;C08L2205/02;;C08L23/083;;C08L23/08;;H01B3/441;;C08L2203/202;;H01B13/14,H01B3/44;;C08L23/06;;C08L23/08;;H01B9/02,
4867,EP,187-809-538-397-176,2020-10-14,EP 19168899 A,2019-04-12,PHOTOVOLTAIC MODULE WITH IMPROVED POWER OUTPUT,BOREALIS AG,,9,0,Y02E10/50;;H10F19/807;;H10F19/804,H01L31/048;;H02S50/15,
4868,US,044-746-955-718-240,2015-03-05,US 201314388740 A,2013-04-24,CATALYST MASTERBATCH,BOREALIS AG,BOREALIS AG (2014-08-27),7,3,C08J3/226;;C08J2343/04;;C08J2451/06;;C08K5/09;;C08K5/42;;C08L23/0869;;C08L43/04;;C08L51/06;;C08L2203/202;;C08L2310/00;;C08L2312/08;;H01B3/44;;C08J3/24;;C08J3/226;;C08J2323/08;;C08J2343/04;;C08J2451/06;;C08K5/09;;C08K5/42;;C08L23/0869;;C08L43/04;;C08L51/06;;C08L2203/202;;C08L2310/00;;C08L2312/08;;H01B3/44,C08J3/24;;H01B3/44,525/72;;502/159
4869,US,019-361-862-303-229,2020-09-08,US 201314388740 A,2013-04-24,Catalyst masterbatch,BOREALIS AG,BOREALIS AG (2014-08-27),16,0,C08J3/226;;C08J2343/04;;C08J2451/06;;C08K5/09;;C08K5/42;;C08L23/0869;;C08L43/04;;C08L51/06;;C08L2203/202;;C08L2310/00;;C08L2312/08;;H01B3/44;;C08J3/24;;C08J3/226;;C08J2323/08;;C08J2343/04;;C08J2451/06;;C08K5/09;;C08K5/42;;C08L23/0869;;C08L43/04;;C08L51/06;;C08L2203/202;;C08L2310/00;;C08L2312/08;;H01B3/44,C08J3/24;;C08J3/22;;C08K5/09;;C08K5/42;;C08L23/08;;C08L43/04;;C08L51/06;;H01B3/44,
4870,EP,122-390-730-451-218,2022-04-13,EP 15785114 A,2015-10-27,POLYMER COMPOSITION AND CABLE WITH ADVANTAGEOUS ELECTRICAL PROPERTIES,BOREALIS AG,BOREALIS AG (2022-03-09),9,0,C08L23/06;;C08K3/013;;C08L23/0815;;C08L2203/202;;C08L2207/066;;C08L2312/00;;H01B3/441;;C08L23/06;;C08F2/02;;C08F2/38;;C08K3/013;;C08K3/22;;C08K3/34;;C08K5/14;;C08L23/0815;;C08L71/02;;C08L2203/202;;C08L2207/066;;C08L2312/00;;H01B3/441;;C08L23/06;;C08F2/02;;C08F2/38;;C08K3/013;;C08K3/22;;C08K3/34;;C08K5/14;;C08L23/0807;;C08L23/0815;;C08L71/02;;C08L2203/202;;C08L2207/066;;C08L2312/00;;H01B3/441,C08L23/06;;C08F2/02;;C08F2/38;;C08K3/013;;C08K3/22;;C08K3/34;;C08K5/14;;C08L23/08;;C08L71/02;;H01B3/44,
4871,WO,032-977-358-831-811,2017-12-28,EP 2017065133 W,2017-06-20,CABLE AND COMPOSITION,BOREALIS AG,,9,6,H01B3/441;;C08L23/06;;C08L23/08;;C08L23/083;;C08L2205/02;;C08L2205/025;;C08L2207/062;;C08L2207/066;;C08L2207/068;;H01B13/14;;H01B3/44;;H01B3/441;;C08L23/06;;C08L23/08;;C08L23/083;;C08L2203/202;;C08L2205/02;;C08L2205/025;;C08L2207/062;;C08L2207/066;;C08L2207/068;;H01B13/14,H01B3/44;;C08L23/06;;C08L23/08;;H01B9/02,
4872,US,198-213-176-593-939,2020-06-09,US 201716311497 A,2017-06-20,Cable and composition,BOREALIS AG,BOREALIS AG (2019-01-24),70,1,H01B3/441;;C08L23/06;;C08L23/08;;C08L23/083;;C08L2205/02;;C08L2205/025;;C08L2207/062;;C08L2207/066;;C08L2207/068;;H01B13/14;;H01B3/44;;H01B3/441;;C08L23/06;;C08L23/08;;C08L23/083;;C08L2203/202;;C08L2205/02;;C08L2205/025;;C08L2207/062;;C08L2207/066;;C08L2207/068;;H01B13/14,H01B7/00;;C08L23/06;;C08L23/08;;H01B3/44;;H01B13/14,
4873,EP,000-343-765-534-544,2018-03-07,EP 14184641 A,2014-09-12,Process for producing propylene copolymers in gas phase,BOREALIS AG,,5,0,C08F210/06;;C08F2/38;;C08F4/65912;;C08F210/16;;C08F2410/01;;C08F2/38;;C08F4/65912;;C08F2410/01;;C08F210/06;;C08F2/38;;C08F4/65912;;C08F2410/01;;C08L23/14;;C08L23/16,C08F2/38;;C08F4/6592;;C08F210/06,
4874,WO,093-423-338-754-183,2017-12-28,EP 2017065139 W,2017-06-20,CABLE WITH IMPROVED ELECTRICAL PROPERTIES,BOREALIS AG,,22,0,C08L23/06;;C08L23/08;;C08L23/083;;C08L2205/02;;C08L2207/062;;C08L2207/066;;C08L2312/00;;H01B3/441;;H01B3/441;;C08L23/06;;C08L23/08;;C08L23/083;;C08L2205/02;;C08L2207/062;;C08L2207/066;;C08L2312/00;;H01B13/14;;H01B3/441;;C08L23/06;;C08L23/08;;C08L23/0815;;C08L23/083;;C08L2205/02;;C08L2207/062;;C08L2312/00;;H01B9/027;;H01B3/441;;C08L23/06;;C08L23/08;;C08L23/083;;C08L2205/02;;C08L2205/025;;C08L2207/062;;C08L2207/066;;C08L2312/00;;H01B9/027;;H01B13/14,H01B3/44;;C08L23/06;;C08L23/08;;H01B9/02,
4875,WO,109-662-674-926-762,2011-10-20,EP 2011053025 W,2011-03-01,CROSSLINKABLE POLYMER COMPOSITION AND CABLE WITH ADVANTAGEOUS ELECTRICAL PROPERTIES,BOREALIS AG;;NILSSON ULF;;HAGSTRAND PER-OLA;;ENGLUND VILLGOT;;RONGSHENG LIU,,6,36,C08F10/02;;C08F210/18;;C08F2400/04;;C08K3/22;;C08K3/36;;C08K5/005;;C08K5/14;;C08L23/06;;C08L2203/202;;H01B3/441;;H01B3/441;;C08K3/013;;C08K3/22;;C08K3/26;;C08K3/28;;C08K3/34;;C08K3/40;;C08L23/06;;C09D123/06;;C09D123/0807;;H01B9/027;;C09D123/06;;C08K3/22;;C08K3/26;;C08K3/28;;C08K3/34;;C08K3/346;;C08K3/36;;C08K3/38;;C08K3/40;;C08K5/005;;C08K5/14;;C08L23/06;;C08L2203/202;;C09D123/0807;;H01B3/441;;H01B9/027,C08K3/36;;H01B3/44;;H01B9/00,
4876,US,153-106-030-663-475,2017-08-31,US 201515510030 A,2015-09-11,PROCESS FOR PRODUCING PROPYLENE COPOLYMERS IN GAS PHASE,BOREALIS AG,BOREALIS AG (2012-04-06);;ZHEJIANG JINDA MOTORS AND ELECTRIC APPLIANCES CO. LTD (2017-07-19),0,0,C08F210/06;;C08F2/38;;C08F4/65912;;C08F210/16;;C08F2410/01;;C08F2/38;;C08F4/65912;;C08F2410/01;;C08F210/06;;C08F2/38;;C08F4/65912;;C08F2410/01;;C08L23/14;;C08L23/16,C08F210/06,
4877,US,036-486-114-816-681,2019-07-04,US 201716312400 A,2017-06-20,CABLE WITH IMPROVED ELECTRICAL PROPERTIES,BOREALIS AG,BOREALIS AG (2019-01-18),3,0,C08L23/06;;C08L23/08;;C08L23/083;;C08L2205/02;;C08L2207/062;;C08L2207/066;;C08L2312/00;;H01B3/441;;H01B3/441;;C08L23/06;;C08L23/08;;C08L23/083;;C08L2205/02;;C08L2207/062;;C08L2207/066;;C08L2312/00;;H01B13/14;;H01B3/441;;C08L23/06;;C08L23/08;;C08L23/0815;;C08L23/083;;C08L2205/02;;C08L2207/062;;C08L2312/00;;H01B9/027;;H01B3/441;;C08L23/06;;C08L23/08;;C08L23/083;;C08L2205/02;;C08L2205/025;;C08L2207/062;;C08L2207/066;;C08L2312/00;;H01B9/027;;H01B13/14,H01B3/44;;C08L23/06;;H01B9/02;;H01B13/14,
4878,WO,042-498-011-518-951,2016-03-17,EP 2015070889 W,2015-09-11,PROCESS FOR PRODUCING PROPYLENE COPOLYMERS IN GAS PHASE,BOREALIS AG,,5,11,C08F210/06;;C08F2/38;;C08F4/65912;;C08F210/16;;C08F2410/01;;C08F2/38;;C08F4/65912;;C08F2410/01;;C08F210/06;;C08F2/38;;C08F4/65912;;C08F2410/01;;C08L23/14;;C08L23/16,C08F2/38;;C08F4/6592;;C08F210/06,
4879,EP,144-955-442-626-11X,2016-03-16,EP 14184641 A,2014-09-12,Process for producing propylene copolymers in gas phase,BOREALIS AG,,17,0,C08F210/06;;C08F2/38;;C08F4/65912;;C08F210/16;;C08F2410/01;;C08F2/38;;C08F4/65912;;C08F2410/01;;C08F210/06;;C08F2/38;;C08F4/65912;;C08F2410/01;;C08L23/14;;C08L23/16,C08F2/38;;C08F4/6592;;C08F210/06,
4880,US,130-911-270-379-171,2013-08-08,US 201113640807 A,2011-03-01,CROSSLINKABLE POLYMER COMPOSITION AND CABLE WITH ADVANTAGEOUS ELECTRICAL PROPERTIES,NILSSON ULF;;HAGSTRAND PER-OLA;;ENGLUND VILLGOT;;RONGSHENG LIU;;BOREALIS AG,BOREALIS AG (2012-11-01),7,17,C08F10/02;;C08F210/18;;C08F2400/04;;C08K3/22;;C08K3/36;;C08K5/005;;C08K5/14;;C08L23/06;;C08L2203/202;;H01B3/441;;H01B3/441;;C08K3/013;;C08K3/22;;C08K3/26;;C08K3/28;;C08K3/34;;C08K3/40;;C08L23/06;;C09D123/06;;C09D123/0807;;H01B9/027;;C09D123/06;;C08K3/22;;C08K3/26;;C08K3/28;;C08K3/34;;C08K3/346;;C08K3/36;;C08K3/38;;C08K3/40;;C08K5/005;;C08K5/14;;C08L23/06;;C08L2203/202;;C09D123/0807;;H01B3/441;;H01B9/027,C09D123/06;;C08K3/22;;C08K3/26;;C08K3/28;;C08K3/34;;C08K3/38;;C08K3/40;;C09D123/08;;H01B9/02,174102SC;;427/118;;524/586;;524/570;;524/579;;524/424;;524/428;;524/447;;524/451;;524/405;;524/430;;524/432
4881,EP,099-737-868-120-145,2019-05-08,EP 11706237 A,2011-03-01,CROSSLINKABLE POLYMER COMPOSITION AND CABLE WITH ADVANTAGEOUS ELECTRICAL PROPERTIES,BOREALIS AG,,3,1,C08F10/02;;C08F210/18;;C08F2400/04;;C08K3/22;;C08K3/36;;C08K5/005;;C08K5/14;;C08L23/06;;C08L2203/202;;H01B3/441;;H01B3/441;;C08K3/013;;C08K3/22;;C08K3/26;;C08K3/28;;C08K3/34;;C08K3/40;;C08L23/06;;C09D123/06;;C09D123/0807;;H01B9/027;;C09D123/06;;C08K3/22;;C08K3/26;;C08K3/28;;C08K3/34;;C08K3/346;;C08K3/36;;C08K3/38;;C08K3/40;;C08K5/005;;C08K5/14;;C08L23/06;;C08L2203/202;;C09D123/0807;;H01B3/441;;H01B9/027,C08K3/36;;H01B3/44;;H01B9/00,
