"#",Jurisdiction,Lens ID,Publication Date,Application Number,Application Date,Title,Applicants,Owners,Cites Patent Count,Cited by Patent Count,CPC Classifications,IPCR Classifications,US Classifications
2152,US,170-256-590-260-13X,2016-03-17,US 201414787201 A,2014-06-12,Fibers and Nonwoven Materials Prepared Therefrom,EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2016-01-19),4,1,D01F6/46;;B32B5/022;;B32B2262/0253;;B32B2307/51;;B32B2307/718;;C08L23/12;;C08L2203/12;;C08L2205/03;;C08L2207/02;;D01F6/30;;D04H1/4291;;D04H3/007;;D01F6/46;;B32B5/022;;B32B2262/0253;;B32B2307/51;;B32B2307/718;;C08L23/12;;C08L2203/12;;C08L2205/03;;C08L2207/02;;D01F6/30;;D04H1/4291;;D04H3/007,D01F6/46;;B32B5/02;;D01F6/30;;D04H3/007,
2153,US,040-680-192-915-742,2020-08-13,US 202016788124 A,2020-02-11,Lewis Base Catalysts and Methods Thereof,EXXONMOBIL CHEMICAL PATENTS INC,,0,14,C08F210/16;;C08F4/65908;;C08F4/65912;;C08F110/02;;C08F110/06;;C08F10/14;;C08F10/06,C08F10/14;;C08F10/06,
2154,US,073-449-929-311-675,2012-08-14,US 85493607 A,2007-09-13,Phase separator and monomer recycle for supercritical polymerization process,FRIEDERSDORF CHRIS B;;BRANT PATRICK;;KISS GABOR;;EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2007-09-30);;EXXONMOBIL RESEARCH AND ENGINEERING COMPANY (2007-09-30),99,4,C08F10/06;;C08F4/65927;;C08F210/06;;Y02P20/54;;C08F10/06;;C08F4/65927;;C08F210/06;;Y02P20/54,C08F6/26;;C08F10/06,528/501;;526/65
2155,WO,148-016-160-270-645,2022-04-07,US 2021/0051310 W,2021-09-21,BIS(HETEROCYCLIC-OLATE) LEWIS BASE CATALYSTS AND METHODS THEREOF,EXXONMOBIL CHEMICAL PATENTS INC,,45,0,C08F10/00;;C08F4/65908;;C08F4/65912;;C08F110/06,C08F4/64;;C08F10/02;;C08F10/06,
2156,WO,029-121-628-274-538,2022-07-14,US 2021/0062085 W,2021-12-07,ISOHEXANE-SOLUBLE UNSATURATED ALKYL ANILINIUM TETRAKIS(PERFLUOROARYL)BORATE ACTIVATORS,EXXONMOBIL CHEMICAL PATENTS INC,,28,0,C07F5/027;;C07C211/48;;C08F4/65908;;C08F4/65912;;C08F110/06;;C08F210/16;;C08F4/52;;C07C211/64;;C07F5/02;;C07F5/027;;C08F4/65908;;C08F110/06;;C08F210/16,C07F5/02;;C07C211/48;;C08F4/643;;C08F10/14,
2157,WO,112-880-434-927-823,2018-08-23,US 2017/0068175 W,2017-12-22,HAFNOCENE CATALYST COMPOUNDS AND PROCESS FOR USE THEREOF,EXXONMOBIL CHEMICAL PATENTS INC,,29,11,C07F17/00,C08F4/6592;;C08F2/38;;C08F4/52;;C08F4/642;;C08F10/02,
2158,US,156-097-030-339-189,2018-04-05,US 201715706088 A,2017-09-15,"Sterically Hindered Metallocenes, Synthesis and Use",EXXONMOBIL CHEMICAL PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2017-09-19),2,20,C08F210/02;;C08F4/65912;;C08F4/65916;;C08F2410/07;;C08F210/02;;C08F4/02;;C08F4/65912;;C08F4/65916;;C08F210/14,C08F210/02;;C08F210/14,
2159,WO,162-700-935-735-160,2015-02-05,US 2014/0044834 W,2014-06-30,COMB-STAR VISCOSITY MODIFIER AND ITS COMPOSITIONS,EXXONMOBIL CHEM PATENTS INC,,5,13,C08G77/442;;C08F283/12;;C08F290/06;;C08G77/28;;C08G77/392;;C08L83/10;;C08G77/442;;C08F283/12;;C08F290/06;;C08G77/28;;C08G77/392;;C08L83/10,C08G77/442;;C08F283/12;;C08F290/06;;C08G77/04;;C08G77/20,
2160,US,056-014-624-157-241,2022-02-15,US 202016788124 A,2020-02-11,Lewis base catalysts and methods thereof,EXXONMOBIL CHEMICAL PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2019-02-22),8,1,C08F210/16;;C08F4/65908;;C08F4/65912;;C08F110/02;;C08F110/06;;C08F10/14;;C08F10/06,C08F10/14;;C08F10/06,
2161,US,061-921-943-660-266,2022-07-14,US 202117141874 A,2021-01-05,Isohexane-Soluble Unsaturated Alkyl Anilinium Tetrakis(Perfluoroaryl)Borate Activators,EXXONMOBIL CHEMICAL PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2021-04-14),0,0,C07F5/027;;C07C211/48;;C08F4/65908;;C08F4/65912;;C08F110/06;;C08F210/16;;C08F4/52;;C07C211/64;;C07F5/02;;C07F5/027;;C08F4/65908;;C08F110/06;;C08F210/16,C08F4/52;;C07C211/64;;C07F5/02;;C08F110/06;;C08F210/16,
2162,US,012-076-590-943-179,2023-09-05,US 202117141874 A,2021-01-05,Isohexane-soluble unsaturated alkyl anilinium tetrakis(perfluoroaryl)borate activators,EXXONMOBIL CHEMICAL PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2021-04-14),14,0,C07F5/027;;C07C211/48;;C08F4/65908;;C08F4/65912;;C08F110/06;;C08F210/16;;C08F4/52;;C07C211/64;;C07F5/02;;C07F5/027;;C08F4/65908;;C08F110/06;;C08F210/16,C07F5/02;;C07C211/63;;C07C211/64;;C08F4/52;;C08F4/643;;C08F4/659;;C08F110/06;;C08F210/16,
2163,EP,127-973-724-030-093,2012-11-07,EP 07814894 A,2007-09-17,CURING RUBBER BY HYDROSILATION,EXXONMOBIL CHEM PATENTS INC,"EXXONMOBIL CHEMICAL PATENTS INC. (2009-11-04);;CELANESE INTERNATIONAL CORPORATION, IRVING, US (2023-03-17)",6,0,B29C49/00;;B29C51/00;;C08K5/0025;;C08L21/00;;C08L23/10;;C08L23/16;;C08L83/04;;C08L91/06;;B29C48/00;;B29C48/08;;B29C48/10;;B29C48/402;;C08L21/00;;C08L23/10;;C08L91/06;;B29C51/00;;C08L83/04;;C08K5/0025;;B29C49/00;;C08L23/16;;B29C48/08;;B29C48/402;;B29C48/00;;B29C48/10,C08L23/04;;B29C48/00;;B29C48/08;;B29C48/10;;C08K5/00;;C08K5/54;;C08L23/10;;C08L23/16,
2164,US,065-976-896-913-585,2017-12-14,US 201515532659 A,2015-12-01,"MULTI-MODAL POLYMER BLEND, HOT MELT ADHESIVE COMPRISING SAME AND USE THEREOF",EXXONMOBIL CHEMICAL PATENTS INC;;HENKEL AG & CO - KGAA,EXXONMOBIL CHEMICAL PATENTS INC (2017-07-14);;HENKEL AG & CO. - KGAA (2017-10-17),0,2,C09J123/142;;C08L23/142;;C08L2205/025;;C08L2207/10;;C08L2314/06;;C08L91/06;;B32B7/12;;C08L23/142;;C09J123/142;;C08L2314/06;;C08L2207/10;;C08L2205/025;;C09J2301/304;;C08L23/14;;C08L23/142;;C08L91/06;;C09J123/14;;C09J123/142;;C09J123/142;;C08L23/142;;C08L2205/025;;C08L2207/10;;C08L2314/06;;C08L91/06;;C08L23/14;;C08L2205/03;;C09J123/14,C08L23/14;;C09J123/14,
2165,EP,046-441-284-500-042,2017-02-15,EP 15159826 A,2015-03-19,"MULTI-MODAL POLYMER BLEND, HOT MELT ADHESIVE COMPRISING SAME AND USE THEREOF",EXXONMOBIL CHEMICAL PATENTS INC;;HENKEL AG & CO KGAA,EXXONMOBIL CHEMICAL PATENTS INC. (2024-10-31),3,0,C09J123/142;;C08L23/142;;C08L2205/025;;C08L2207/10;;C08L2314/06;;C08L91/06;;B32B7/12;;C08L23/142;;C09J123/142;;C08L2314/06;;C08L2207/10;;C08L2205/025;;C09J2301/304;;C08L23/14;;C08L23/142;;C08L91/06;;C09J123/14;;C09J123/142;;C09J123/142;;C08L23/142;;C08L2205/025;;C08L2207/10;;C08L2314/06;;C08L91/06;;C08L23/14;;C08L2205/03;;C09J123/14,C08L23/14;;C09J123/14,
2166,US,151-332-498-602-267,2018-04-03,US 201615238448 A,2016-08-16,Hydrogenation of annulated cyclopentadienyl metal complexes and metallocene catalysts comprising such,EXXONMOBIL CHEMICAL PATENTS INC,UNIVATION TECHNOLOGIES LLC (2024-09-20);;EXXONMOBIL CHEMICAL PATENTS INC (2016-08-18),9,0,C08F110/02;;C07F17/00;;C08F4/65908;;C08F4/65912;;C08F4/65916;;C08F110/02;;C07F17/00;;C08F4/65908;;C08F4/65912;;C08F4/65916;;C08F4/6592;;C08F4/65927,C07F17/00;;C08F4/6592;;C08F110/02,
2167,US,035-808-038-817-131,2015-05-28,US 201214347422 A,2012-08-29,MIXED METAL OXIDE CATALYSTS AND USE THEREOF,WANG KUN;;GARCIA ROBERTO;;SMITH CHARLES MORRIS;;LEVIN DORON;;VARTULI JAMES C;;EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2014-07-08),7,4,C07C37/08;;B01J21/066;;B01J23/002;;B01J23/30;;B01J37/009;;B01J37/036;;B01J37/06;;C07C45/53;;Y02P20/52;;C07C37/08;;B01J21/066;;B01J23/002;;B01J23/10;;B01J23/30;;B01J37/009;;B01J37/036;;B01J37/06;;C07C2/66;;C07C45/53;;C07C407/00;;C07C2529/70;;Y02P20/52,C07C37/08;;B01J21/06;;B01J23/10;;B01J23/30;;C07C2/66;;C07C407/00,568/798;;502/302;;502/304
2168,WO,198-876-243-735-894,2014-12-24,US 2014/0042127 W,2014-06-12,FIBERS AND NONWOVEN MATERIALS PREPARED THEREFROM,EXXONMOBIL CHEM PATENTS INC,,31,7,D01F6/46;;B32B5/022;;B32B2262/0253;;B32B2307/51;;B32B2307/718;;C08L23/12;;C08L2203/12;;C08L2205/03;;C08L2207/02;;D01F6/30;;D04H1/4291;;D04H3/007;;D01F6/46;;B32B5/022;;B32B2262/0253;;B32B2307/51;;B32B2307/718;;C08L23/12;;C08L2203/12;;C08L2205/03;;C08L2207/02;;D01F6/30;;D04H1/4291;;D04H3/007,D01F6/46;;B32B5/02;;C08L23/10;;D01F6/30;;D04H3/007,
2169,US,000-127-831-808-317,2008-10-14,US 95824304 A,2004-10-05,Polymers for electrical applications,EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2004-11-03),16,5,H01B3/441;;C08K5/08;;C08K5/14;;C08K5/34924;;C08L23/06;;C08L23/10;;C08L23/16;;C08L2205/02;;C08L2205/03;;C08L2312/00;;C08L2666/04;;H01B3/441;;C08K5/08;;C08K5/14;;C08K5/34924;;C08L23/06;;C08L23/10;;C08L23/16;;C08L2205/02;;C08L2205/03;;C08L2312/00;;C08L2666/04,C08L23/04;;C08L23/10,525/240;;525/242;;525/244;;525/315;;524/515;;524/525;;524/534
2170,WO,093-562-807-003-543,2007-10-04,US 2007/0003454 W,2007-02-08,DOOR CORE MODULE,EXXONMOBIL CHEM PATENTS INC;;VALENTAGE JEFFREY;;FLENDRIG JOSEPH GUSTAAF MARIE,,18,7,B60J5/0452;;B60J5/0416;;B60J5/0461,B60J5/04,
2171,EP,169-626-937-889-712,2004-04-14,EP 01907166 A,2001-02-08,METHOD OF PREPARING GROUP 14 BRIDGED BISCYCLOPENTADIENYL LIGANDS,EXXONMOBIL CHEM PATENTS INC,,8,0,B01J31/143;;B01J21/08;;B01J31/122;;B01J31/1616;;B01J31/165;;B01J31/2295;;B01J2231/12;;B01J2231/122;;B01J2531/40;;B01J2531/42;;B01J2531/48;;B01J2531/49;;C07F7/081;;C07F7/0814;;C07F7/0827;;C07F7/2208;;C07F7/30;;C07F17/00;;C08F4/65912;;C08F4/65916;;C08F10/00;;C08F10/06;;C08F110/06;;C08F210/06;;C08F210/16;;C08F297/083;;C08L23/12;;C08L23/142;;C08L23/16;;Y02P20/52;;Y10S526/943;;B01J31/143;;B01J21/08;;B01J31/122;;B01J31/1616;;B01J31/165;;B01J31/2295;;B01J2231/12;;B01J2231/122;;B01J2531/40;;B01J2531/42;;B01J2531/48;;B01J2531/49;;C07F7/081;;C07F7/0814;;C07F7/0827;;C07F7/2208;;C07F7/30;;C07F17/00;;C08F4/65912;;C08F4/65916;;C08F10/00;;C08F10/06;;C08F110/06;;C08F210/06;;C08F210/16;;C08F297/083;;C08L23/12;;C08L23/142;;C08L23/16;;Y02P20/52;;Y10S526/943,C07F7/12;;B01J31/00;;B01J31/22;;C07F7/00;;C07F7/08;;C07F7/22;;C07F7/30;;C07F17/00;;C08F4/44;;C08F4/64;;C08F4/659;;C08F4/6592;;C08F8/00;;C08F10/00;;C08F10/06;;C08F110/06;;C08F210/06;;C08F210/16;;C08F297/08;;C08L23/10;;C08L23/12;;C08L23/14;;C08L23/16,
2172,EP,088-289-079-807-280,2024-05-29,EP 17896464 A,2017-12-22,HAFNOCENE CATALYST COMPOUNDS AND PROCESS FOR USE THEREOF,EXXONMOBIL CHEMICAL PATENTS INC,,6,0,C07F17/00,C08F4/6592;;C07F17/00;;C08F10/02,
2173,US,018-045-135-766-998,2019-03-28,US 201515513414 A,2015-10-07,Chain End Functionalized Polyolefins for Improving Wet Traction and Rolling Resistance of Tire Treads,EXXONMOBIL CHEMICAL PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2017-03-24),2,2,B60C1/0016;;B60C2011/0025;;C08F8/32;;C08F8/42;;C08F2810/40;;C08L9/06;;C08L2205/03;;Y02T10/86;;B60C1/0016;;B60C11/0008;;B60C2011/0025;;C08F8/32;;C08F8/42;;C08F2810/40;;C08L9/06;;C08L2205/03,B60C1/00;;B60C11/00;;C08L9/06,
2174,US,151-461-651-957-576,2019-11-19,US 201715852553 A,2017-12-22,Hafnocene catalyst compounds and process for use thereof,EXXONMOBIL CHEMICAL PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2018-01-19),9,0,C08F210/16;;C08F4/65908;;C08F4/65912;;C08F4/65916;;C08F2420/07;;C08F10/02;;C08F4/65908;;C08F4/65912;;C08F4/65916;;C08F210/16;;C08F2420/01,C08F10/02;;C08F4/65;;C08F4/659;;C08F210/16,
2175,US,010-804-700-794-144,2020-07-21,US 201615565624 A,2016-03-10,Catalyst composition comprising fluorided support and processes for use thereof,EXXONMOBIL CHEMICAL PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2017-10-13),76,3,C08F210/16;;C08F210/16;;C08F4/65912;;C08F4/65916;;C08F2410/07;;C08F2420/02;;C08F4/6592;;B01J31/2295;;C08F4/02;;C08F4/025;;C08F4/65912;;C08F4/65916;;C08F210/14;;C08F210/16;;C08F2420/02;;C08F2500/10,C08F4/02;;B01J31/22;;C08F4/659;;C08F4/6592;;C08F210/14;;C08F210/16,
2176,US,026-401-055-862-283,2005-11-01,US 20301702 A,2002-10-16,Method of preparing group 14 bridged biscyclopentadienyl ligands,EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2002-09-10),35,6,B01J31/143;;B01J21/08;;B01J31/122;;B01J31/1616;;B01J31/165;;B01J31/2295;;B01J2231/12;;B01J2231/122;;B01J2531/40;;B01J2531/42;;B01J2531/48;;B01J2531/49;;C07F7/081;;C07F7/0814;;C07F7/0827;;C07F7/2208;;C07F7/30;;C07F17/00;;C08F4/65912;;C08F4/65916;;C08F10/00;;C08F10/06;;C08F110/06;;C08F210/06;;C08F210/16;;C08F297/083;;C08L23/12;;C08L23/142;;C08L23/16;;Y02P20/52;;Y10S526/943;;B01J31/143;;B01J21/08;;B01J31/122;;B01J31/1616;;B01J31/165;;B01J31/2295;;B01J2231/12;;B01J2231/122;;B01J2531/40;;B01J2531/42;;B01J2531/48;;B01J2531/49;;C07F7/081;;C07F7/0814;;C07F7/0827;;C07F7/2208;;C07F7/30;;C07F17/00;;C08F4/65912;;C08F4/65916;;C08F10/00;;C08F10/06;;C08F110/06;;C08F210/06;;C08F210/16;;C08F297/083;;C08L23/12;;C08L23/142;;C08L23/16;;Y02P20/52;;Y10S526/943,C07F7/12;;B01J31/00;;B01J31/22;;C07F7/00;;C07F7/08;;C07F7/22;;C07F7/30;;C07F17/00;;C08F4/44;;C08F4/64;;C08F4/659;;C08F4/6592;;C08F8/00;;C08F10/00;;C08F10/06;;C08F110/06;;C08F210/06;;C08F210/16;;C08F297/08;;C08L23/10;;C08L23/12;;C08L23/14;;C08L23/16,556/87;;556/95;;556/465;;556/478;;556/489;;502/103;;502/117;;526/160;;526/943
2177,US,166-040-276-594-230,2021-10-12,US 202016773478 A,2020-01-27,Chain end functionalized polyolefins for improving wet traction and rolling resistance of tire treads,EXXONMOBIL CHEMICAL PATENTS INC,,22,0,B60C1/0016;;B60C2011/0025;;C08F8/32;;C08F8/42;;C08F2810/40;;C08L9/06;;C08L2205/03;;Y02T10/86;;B60C1/0016;;B60C11/0008;;B60C2011/0025;;C08F8/32;;C08F8/42;;C08F2810/40;;C08L9/06;;C08L2205/03,B60C1/00;;B60C11/00;;C08F8/32;;C08F8/42;;C08L9/06,
2178,US,016-732-128-400-690,2006-07-25,US 18100405 A,2005-07-13,Bridged biscyclopentadienyl ligands and method of preparation,EXXONMOBIL CHEM PATENTS INC,,65,2,B01J31/143;;B01J21/08;;B01J31/122;;B01J31/1616;;B01J31/165;;B01J31/2295;;B01J2231/12;;B01J2231/122;;B01J2531/40;;B01J2531/42;;B01J2531/48;;B01J2531/49;;C07F7/081;;C07F7/0814;;C07F7/0827;;C07F7/2208;;C07F7/30;;C07F17/00;;C08F4/65912;;C08F4/65916;;C08F10/00;;C08F10/06;;C08F110/06;;C08F210/06;;C08F210/16;;C08F297/083;;C08L23/12;;C08L23/142;;C08L23/16;;Y02P20/52;;Y10S526/943;;B01J31/143;;B01J21/08;;B01J31/122;;B01J31/1616;;B01J31/165;;B01J31/2295;;B01J2231/12;;B01J2231/122;;B01J2531/40;;B01J2531/42;;B01J2531/48;;B01J2531/49;;C07F7/081;;C07F7/0814;;C07F7/0827;;C07F7/2208;;C07F7/30;;C07F17/00;;C08F4/65912;;C08F4/65916;;C08F10/00;;C08F10/06;;C08F110/06;;C08F210/06;;C08F210/16;;C08F297/083;;C08L23/12;;C08L23/142;;C08L23/16;;Y02P20/52;;Y10S526/943,C07F7/12;;C07F7/22;;B01J31/00;;B01J31/22;;C07F7/00;;C07F7/06;;C07F7/08;;C07F7/30;;C07F17/00;;C08F4/44;;C08F4/64;;C08F4/659;;C08F4/6592;;C08F8/00;;C08F10/00;;C08F10/06;;C08F110/06;;C08F210/06;;C08F210/16;;C08F297/08;;C08L23/10;;C08L23/12;;C08L23/14;;C08L23/16,556/87;;556/95;;556/465;;556/478;;556/489;;556/11;;556/53
2179,US,041-952-251-067-388,2015-03-05,US 201414450494 A,2014-08-04,Racemo Selective Metallation Process,EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2014-08-21),2,2,C08F210/16;;C08F4/65912;;C08F4/65916;;C08F110/06;;C08F210/16;;C08F4/65912;;C08F4/65916;;C08F4/65927;;C08F10/00;;C08F110/06,C08F4/6592,526/129;;502/104;;556/11
2180,US,199-015-293-012-67X,2016-01-12,US 93384708 A,2008-03-31,Thermoplastic vulcanizates,ELLUL MARIA DOLORES;;RAVISHANKAR PERIAGARAM S;;MCDANIEL PAUL E;;EXXONMOBIL CHEM PATENTS INC,SANTOPRENE PRODUCTION PENSACOLA LLC (2021-11-23);;EXXONMOBIL CHEMICAL PATENTS INC (2011-01-07);;CELANESE INTERNATIONAL CORPORATION (2021-12-01),49,5,C08L23/10;;C08K3/16;;C08K3/22;;C08K3/346;;C08K5/0025;;C08K5/01;;C08L23/16;;C08L2205/02;;C08L23/10;;C08K3/16;;C08K3/22;;C08K3/346;;C08K5/0025;;C08K5/01;;C08L23/16;;C08L2205/02,C08J3/24;;C08K3/16;;C08K3/22;;C08K3/34;;C08K5/00;;C08K5/01;;C08L23/10;;C08L23/16,
2181,US,172-435-424-623-018,2006-01-10,US 65759003 A,2003-09-08,"Separation of methanol, ethanol and/or dimethyl ether from hydrocarbon mixtures",EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2003-09-03),22,17,C07C7/13;;B01D53/02;;B01D53/0462;;B01D53/047;;B01D2253/104;;B01D2253/106;;B01D2256/24;;C07C27/26;;C07C29/76;;Y10S95/90;;Y10S95/902;;C07C7/13;;B01D53/02;;B01D53/0462;;B01D53/047;;B01D2253/104;;B01D2253/106;;B01D2256/24;;C07C27/26;;C07C29/76;;Y10S95/90;;Y10S95/902,C07C1/20;;B01D53/02;;B01D53/04;;B01D53/047;;C07C7/11;;C07C7/13;;C07C27/26;;C07C29/76,585/639;;585/733;;585/809;;585/820;;585/826;;585/830;;568/699;;95/96;;95/115;;95/141;;95/900;;95/902
2182,US,165-378-028-133-621,2014-04-29,US 201113310146 A,2011-12-02,Polymer compositions and nonwoven compositions prepared therefrom,RICHESON GALEN C;;KOLB RAINER;;SCHAUDER JEAN-ROCH;;SUN THOMAS T;;EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2012-01-16),17,1,C08L23/14;;C08F4/65908;;C08F4/65927;;C08F210/06;;C08L23/10;;C08L23/142;;C08L2205/025;;C08L2308/00;;Y10T442/601;;C08L23/14;;A61L15/26;;C08F4/65908;;C08F4/65927;;C08F210/06;;C08L23/10;;C08L23/142;;C08L2205/025;;C08L2308/00;;D04H3/007;;D04H3/16;;Y10T442/601,C08F8/00;;C08L23/06,525/191;;525/240
2183,US,105-526-517-367-598,2013-08-13,US 201213452197 A,2012-04-20,Polyethylene and process for production thereof,CROWTHER DONNA J;;FISCUS DAVID M;;EXXONMOBIL CHEM PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2012-04-20),39,0,C08F297/08;;C08F4/65912;;C08F4/65916;;C08F4/65925;;C08F210/16;;C08J5/18;;C08J2323/08;;Y10T428/1345;;Y10T428/31938;;C08F297/08;;C08F4/65912;;C08F4/65916;;C08F4/65925;;C08F210/16;;C08J5/18;;C08J2323/08;;Y10T428/1345;;Y10T428/31938,B32B27/32;;C08F4/642;;C08F4/6592;;C08F210/02,428/523;;428/35.5;;526/160;;526/165;;526/348
2184,US,160-583-673-908-179,2020-05-21,US 202016773478 A,2020-01-27,Chain End Functionalized Polyolefins for Improving Wet Traction and Rolling Resistance of Tire Treads,EXXONMOBIL CHEMICAL PATENTS INC,,0,0,B60C1/0016;;B60C2011/0025;;C08F8/32;;C08F8/42;;C08F2810/40;;C08L9/06;;C08L2205/03;;Y02T10/86;;B60C1/0016;;B60C11/0008;;B60C2011/0025;;C08F8/32;;C08F8/42;;C08F2810/40;;C08L9/06;;C08L2205/03,B60C1/00;;B60C11/00;;C08F8/32;;C08F8/42;;C08L9/06,
2185,US,003-782-220-408-496,2020-05-05,US 201615564397 A,2016-03-10,Catalyst composition comprising fluorided support and processes for use thereof,EXXONMOBIL CHEMICAL PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2017-10-12),99,1,C08F210/16;;C08F4/65912;;C08F4/65916;;C08F4/6592;;C08F4/65927;;C08F2420/02;;C08F2420/12;;C08F2420/10;;C08F2410/06;;C08F2410/07;;C08F2420/02;;C08F4/6592;;C08F4/65912;;C08F210/16;;C08F4/65916;;C08F4/65927;;C08F4/02;;C08F10/02,C08F4/02;;C08F4/653;;C08F4/659;;C08F4/6592;;C08F10/02;;C08F210/16,
2186,US,093-206-801-665-166,2022-10-18,US 202017067222 A,2020-10-09,Indacene based metallocene catalysts useful in the production of propylene polymers,EXXONMOBIL CHEMICAL PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2020-02-10),110,1,C07F17/00;;C07F5/02;;C08F4/65908;;C08F4/65912;;C08F210/06;;C07F17/00;;C08F2/04;;C08F4/65908;;C08F4/65927;;C08F110/06;;C08F210/06,C07F17/00;;C08F2/04;;C08F4/659;;C08F4/6592;;C08F110/06;;C08F210/06,
2187,US,132-374-921-993-24X,2021-04-15,US 202017067222 A,2020-10-09,Indacene Based Metallocene Catalysts Useful in the Production of Propylene Polymers,EXXONMOBIL CHEMICAL PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2020-02-10),0,1,C07F17/00;;C07F5/02;;C08F4/65908;;C08F4/65912;;C08F210/06;;C07F17/00;;C08F2/04;;C08F4/65908;;C08F4/65927;;C08F110/06;;C08F210/06,C07F17/00;;C08F2/04;;C08F4/659;;C08F4/6592;;C08F110/06;;C08F210/06,
2188,US,125-494-567-009-758,2020-03-10,US 201515513414 A,2015-10-07,Chain end functionalized polyolefins for improving wet traction and rolling resistance of tire treads,EXXONMOBIL CHEMICAL PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2017-03-24),22,0,B60C1/0016;;B60C2011/0025;;C08F8/32;;C08F8/42;;C08F2810/40;;C08L9/06;;C08L2205/03;;Y02T10/86;;B60C1/0016;;B60C11/0008;;B60C2011/0025;;C08F8/32;;C08F8/42;;C08F2810/40;;C08L9/06;;C08L2205/03,B60C1/00;;B60C11/00;;C08F8/32;;C08F8/42;;C08L9/06,
2189,EP,043-488-681-383-82X,2020-04-22,EP 09796572 A,2009-12-22,SEPARATION VESSELS FOR USE IN POLYMERIZATION PROCESSES AND METHODS FOR CLEANING SAME,EXXONMOBIL CHEMICAL PATENTS INC,,4,0,B01J3/03;;B01J19/02;;B01J2219/0245;;B01J2219/1946;;C08F10/00;;C08F110/02;;B01J3/03;;B01J19/02;;B01J2219/0245;;B01J2219/1946;;B08B1/165;;C08F10/00,B01J19/02;;C08F2/00;;C09D127/18,
2190,US,115-248-147-892-891,2018-07-05,US 201715815815 A,2017-11-17,Ethylene-Propylene Copolymers with Amorphous and Semi-Crystalline Components,EXXONMOBIL CHEMICAL PATENTS INC,EXXONMOBIL CHEMICAL PATENTS INC (2017-11-27),2,3,C08L23/16;;C08L2205/025;;C08L2205/03;;C08L2205/06;;C08L2207/04;;C08L2207/14;;C08L23/16;;C08L23/0815;;C08L23/142;;C08L2205/025;;C08L2205/03;;C08L2205/06;;C08L2207/04;;C08L2207/14,C08L23/16;;C08L23/08;;C08L23/14,
2191,EP,100-288-346-181-197,2020-03-25,EP 15866554 A,2015-10-07,CHAIN END FUNCTIONALIZED POLYOLEFINS FOR IMPROVING WET TRACTION AND ROLLING RESISTANCE OF TIRE TREADS,EXXONMOBIL CHEMICAL PATENTS INC,,1,0,B60C1/0016;;C08F8/42;;C08L9/06;;C08L2205/02;;C08L2205/035;;C08F8/42;;C08K3/36;;C08L15/00;;C08F2810/40;;C08L9/06;;B60C1/00;;C08L23/26;;C08L23/36;;C08L83/00;;C08L83/06,B60C1/00;;C08F8/42;;C08K3/00;;C08K3/011;;C08K3/013;;C08L9/00;;C08L15/00,
2192,WO,034-392-482-399-367,2020-10-29,US 2019/0029115 W,2019-04-25,NON-COORDINATING ANION TYPE BENZIMIDAZOLIUM ACTIVATORS,EXXONMOBIL CHEMICAL PATENTS INC,,6,0,C07D235/04;;C07F5/02;;C08F2/02;;C08F4/65908;;C08F4/65927;;C08F110/02;;C08F110/06;;C08F110/14;;C08F210/16,C07F5/02;;C07D235/04;;C08F4/60;;C08F110/06;;C08F210/02;;C08F210/06;;C08F210/16;;C08F210/18,
2193,EP,012-885-231-764-945,2020-08-05,EP 20157852 A,2015-10-07,CHAIN END FUNCTIONALIZED POLYOLEFINS FOR IMPROVING WET TRACTION AND ROLLING RESISTANCE OF TIRE TREADS,EXXONMOBIL CHEMICAL PATENTS INC,,53,0,B60C1/0016;;C08F8/42;;C08L9/06;;C08L2205/02;;C08L2205/035;;C08F8/42;;C08K3/36;;C08L15/00;;C08F2810/40;;C08L9/06;;B60C1/00;;C08L23/26;;C08L23/36;;C08L83/00;;C08L83/06,B60C1/00;;C08F8/42;;C08K3/00;;C08K3/011;;C08K3/013;;C08L9/00;;C08L15/00,
