"#",Jurisdiction,Lens ID,Publication Date,Application Number,Application Date,Title,Applicants,Owners,Cites Patent Count,Cited by Patent Count,CPC Classifications,IPCR Classifications,US Classifications
1,US,163-610-090-612-78X,2025-02-04,US 202017440475 A,2020-03-12,"Polypropylene backbone, and nanoporous polypropylene membrane",SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2020-06-12),13,0,B01D71/78;;B01D71/48;;C08J5/18;;B01D61/027;;C08J2323/26;;C08J2351/06;;Y02E60/10;;H01M50/44;;H01M50/417;;H01M50/414;;H01M50/491;;H01M50/489;;H01M50/406;;B01D67/0031;;B01D71/262;;B01D2325/02833;;B01D71/261;;B01D71/78;;C08J5/18;;H01M50/44;;B01D61/027;;B01D71/48;;C08J2323/26;;C08J2351/06;;Y02E60/10;;H01M50/417;;H01M50/491;;H01M50/406;;H01M50/449;;C02F1/442;;C08G81/027;;B01D2325/04;;C08G2340/00;;B01D71/262;;B01D67/0031;;B01D2325/02833;;B01D71/261;;H01M50/417;;H01M50/449;;B01D71/78;;B01D2325/04;;C02F1/442;;C08G81/027;;C08G2340/00;;H01M50/491;;H01M50/489;;H01M50/414;;H01M50/406;;B01D71/48;;B01D67/0031;;B01D71/261;;B01D2325/02833;;B01D71/262,C08G81/02;;B01D67/00;;B01D71/26;;B01D71/48;;B01D71/78;;C02F1/44;;H01M50/406;;H01M50/414;;H01M50/417;;H01M50/449;;H01M50/489;;H01M50/491,
2,US,112-065-364-503-02X,2021-08-17,US 201816641694 A,2018-08-30,Polypropylene composition,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2018-10-30),6,0,C08L23/12;;C08L2207/02;;C08L23/14;;C08J3/005;;C08J2323/14;;C08J2423/08;;C08L2205/02;;C08L2207/02,C08L23/14;;C08J3/00,
3,EP,107-713-176-944-479,2021-03-03,EP 15810795 A,2015-12-21,POLYPROPYLENE COMPOSITION,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V. (2018-05-02),4,0,C08L23/12;;C08F210/16;;C08L23/142;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L2308/00;;C08L23/142;;C08K3/34;;C08L23/0815;;C08L23/12;;C08L23/16;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L2308/00;;C08L23/142;;C08K3/34;;C08L23/0815;;C08L23/12;;C08L23/16;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L2308/00,C08L23/12;;C08K3/34;;C08L23/08;;C08L23/14;;C08L23/16,
4,WO,112-454-218-247-493,2019-03-07,EP 2018073316 W,2018-08-30,POLYPROPYLENE COMPOSITION,SABIC GLOBAL TECHNOLOGIES BV,,5,0,C08L23/12;;C08L2207/02;;C08J3/005;;C08J2323/14;;C08J2423/08;;C08L23/14;;C08L2205/02;;C08L2207/02,C08L23/12,
5,WO,043-098-560-049-645,2016-05-26,EP 2015076246 W,2015-11-10,POLYPROPYLENE COMPOSITIONS,SABIC GLOBAL TECHNOLOGIES BV,,9,0,C08L23/10;;C08L59/02;;C08L77/02;;C08L2201/10;;C08L23/10;;C08K7/14;;C08L59/02;;C08L77/02;;C08L2201/10;;C08L23/12;;B29C45/0001;;B29K2023/12;;B29K2105/0094;;C08K7/14;;C08L23/10;;C08L59/02;;C08L77/02;;C08L2201/10,C08L23/10;;C08L59/02;;C08L77/00,
6,EP,111-600-958-357-563,2021-01-27,EP 15816466 A,2015-12-21,POLYPROPYLENE COMPOSITION,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V. (2018-05-02),2,0,C08L23/10;;C08L2203/30;;C08L2205/02;;C08L2205/025;;C08L2207/02;;C08L23/12;;C08K3/34;;C08K7/14;;C08K2201/003;;C08L23/10;;C08L23/142;;C08L23/26;;C08L2203/30;;C08L2205/02;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L23/12;;C08K3/34;;C08K7/14;;C08K2201/003;;C08L23/10;;C08L23/142;;C08L23/16;;C08L23/26;;C08L2203/30;;C08L2205/02;;C08L2205/025;;C08L2205/035;;C08L2207/02,C08L23/10,
7,EP,114-434-838-099-940,2023-06-07,EP 17736972 A,2017-07-13,POLYPROPYLENE COMPOSITION,SABIC GLOBAL TECHNOLOGIES BV,,1,0,C08J3/28;;C08J9/0023;;C08J9/0066;;C08J9/0095;;C08J9/141;;C08K5/005;;C08K5/1545;;C08J2201/026;;C08J2201/03;;C08J2203/14;;C08J2205/052;;C08J2323/12;;C08L2203/14;;C08J3/12;;C08J3/12;;C08J3/28;;C08J9/0066;;C08J9/0095;;C08J2201/026;;C08J2201/03;;C08J2205/052;;C08J2323/12,C08J3/28;;C08J9/00;;C08K5/1545;;C08L23/12,
8,US,162-222-489-952-873,2020-03-24,US 201515528146 A,2015-11-10,Polypropylene compositions,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2017-05-18),11,0,C08L23/10;;C08L59/02;;C08L77/02;;C08L2201/10;;C08L23/10;;C08K7/14;;C08L59/02;;C08L77/02;;C08L2201/10;;C08L23/12;;B29C45/0001;;B29K2023/12;;B29K2105/0094;;C08K7/14;;C08L23/10;;C08L59/02;;C08L77/02;;C08L2201/10,C08L23/12;;B29C45/00;;B29K23/00;;B29K105/00;;C08K7/14;;C08L23/10;;C08L59/02;;C08L77/02,
9,US,024-377-482-676-901,2020-06-11,US 201716324138 A,2017-07-13,POLYPROPYLENE COMPOSITION,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2019-02-19),3,1,C08J9/0023;;C08J3/12;;C08J3/28;;C08J9/0066;;C08J9/0095;;C08J9/141;;C08J2201/026;;C08J2201/03;;C08J2203/14;;C08J2205/052;;C08J2323/12;;C08K5/005;;C08K5/1545;;C08L2203/14;;C08J9/0095;;C08J3/12;;C08J3/28;;C08J9/0066;;C08J2201/026;;C08J2201/03;;C08J2205/052;;C08J2323/12,C08J9/00;;C08J3/12;;C08J3/28,
10,CN,029-985-377-410-790,2017-08-29,CN 201580070123 A,2015-12-21,Polypropylene composition,SABIC GLOBAL TECHNOLOGIES BV,,7,0,C08L23/12;;C08F210/16;;C08L23/142;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L2308/00;;C08L23/142;;C08K3/34;;C08L23/0815;;C08L23/12;;C08L23/16;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L2308/00;;C08L23/142;;C08K3/34;;C08L23/0815;;C08L23/12;;C08L23/16;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L2308/00,C08L23/14;;C08F210/06;;C08F210/16;;C08K3/34;;C08L23/08;;C08L23/12;;C08L23/16,
11,US,130-679-021-608-232,2017-12-07,US 201515538778 A,2015-12-21,POLYPROPYLENE COMPOSITION,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2017-06-27),0,1,C08L23/12;;C08F210/16;;C08L23/142;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L2308/00;;C08L23/142;;C08K3/34;;C08L23/0815;;C08L23/12;;C08L23/16;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L2308/00;;C08L23/142;;C08K3/34;;C08L23/0815;;C08L23/12;;C08L23/16;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L2308/00,C08L23/14,
12,CN,063-441-347-131-35X,2017-09-26,CN 201580075657 A,2015-12-21,Polypropylene composition,SABIC GLOBAL TECHNOLOGIES BV,,5,3,C08L23/10;;C08L2203/30;;C08L2205/02;;C08L2205/025;;C08L2207/02;;C08L23/12;;C08K3/34;;C08K7/14;;C08K2201/003;;C08L23/10;;C08L23/142;;C08L23/26;;C08L2203/30;;C08L2205/02;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L23/12;;C08K3/34;;C08K7/14;;C08K2201/003;;C08L23/10;;C08L23/142;;C08L23/16;;C08L23/26;;C08L2203/30;;C08L2205/02;;C08L2205/025;;C08L2205/035;;C08L2207/02,C08L23/10;;C08K3/34;;C08K7/14;;C08L23/16,
13,US,080-310-136-064-050,2020-07-16,US 201816641694 A,2018-08-30,POLYPROPYLENE COMPOSITION,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2018-10-30),0,0,C08L23/12;;C08L2207/02;;C08L23/14;;C08J3/005;;C08J2323/14;;C08J2423/08;;C08L2205/02;;C08L2207/02,C08L23/14;;C08J3/00,
14,EP,199-926-847-702-806,2023-06-07,EP 17736972 A,2017-07-13,POLYPROPYLENE COMPOSITION,SABIC GLOBAL TECHNOLOGIES BV,,0,0,C08J9/0023;;C08J3/12;;C08J3/28;;C08J9/0066;;C08J9/0095;;C08J9/141;;C08J2201/026;;C08J2201/03;;C08J2203/14;;C08J2205/052;;C08J2323/12;;C08K5/005;;C08K5/1545;;C08L2203/14;;C08J9/0095;;C08J3/12;;C08J3/28;;C08J9/0066;;C08J2201/026;;C08J2201/03;;C08J2205/052;;C08J2323/12,C08J3/28;;C08J9/00;;C08K5/1545;;C08L23/12,
15,EP,195-817-652-162-039,2017-11-01,EP 15810795 A,2015-12-21,POLYPROPYLENE COMPOSITION,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V. (2018-05-02),0,0,C08L23/12;;C08F210/16;;C08L23/142;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L2308/00;;C08L23/142;;C08K3/34;;C08L23/0815;;C08L23/12;;C08L23/16;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L2308/00;;C08L23/142;;C08K3/34;;C08L23/0815;;C08L23/12;;C08L23/16;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L2308/00,C08L23/12;;C08L23/14,
16,EP,003-283-950-953-713,2017-11-01,EP 15816466 A,2015-12-21,POLYPROPYLENE COMPOSITION,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V. (2018-05-02),0,1,C08L23/10;;C08L2203/30;;C08L2205/02;;C08L2205/025;;C08L2207/02;;C08L23/12;;C08K3/34;;C08K7/14;;C08K2201/003;;C08L23/10;;C08L23/142;;C08L23/26;;C08L2203/30;;C08L2205/02;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L23/12;;C08K3/34;;C08K7/14;;C08K2201/003;;C08L23/10;;C08L23/142;;C08L23/16;;C08L23/26;;C08L2203/30;;C08L2205/02;;C08L2205/025;;C08L2205/035;;C08L2207/02,C08L23/10,
17,US,105-251-958-827-641,2018-10-02,US 201515538778 A,2015-12-21,Polypropylene composition,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2017-06-27),8,3,C08L23/12;;C08F210/16;;C08L23/142;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L2308/00;;C08L23/142;;C08K3/34;;C08L23/0815;;C08L23/12;;C08L23/16;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L2308/00;;C08L23/142;;C08K3/34;;C08L23/0815;;C08L23/12;;C08L23/16;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L2308/00,C08L23/10;;C08L23/14,
18,WO,107-166-383-288-726,2016-06-30,EP 2015080714 W,2015-12-21,POLYPROPYLENE COMPOSITION,SABIC GLOBAL TECHNOLOGIES BV,,7,1,C08L23/12;;C08F210/16;;C08L23/142;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L2308/00;;C08L23/142;;C08K3/34;;C08L23/0815;;C08L23/12;;C08L23/16;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L2308/00;;C08L23/142;;C08K3/34;;C08L23/0815;;C08L23/12;;C08L23/16;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L2308/00,C08L23/12;;C08L23/14,
19,US,155-114-717-362-09X,2020-07-30,US 201816643208 A,2018-10-16,POLYPROPYLENE COMPOSITION,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2018-11-15),0,0,B32B27/365;;B32B27/308;;B32B27/06;;B32B33/00;;B32B3/08;;B60R13/04;;B62D25/08;;B62D25/10;;B62D29/04;;B60Q1/04;;B32B2605/08;;B60R13/005;;B60R2019/1886;;B60R2019/525;;B60R13/005;;B60Q1/0408;;B60R2019/1886;;B60Y2200/91;;B60R19/52;;B60Q1/2661;;F21S41/30;;B60Q1/04;;B60R1/002;;B60R16/02;;B60R19/03;;B60R19/52;;B60R2019/1886;;B60R2019/505;;B60R2019/527,B60R19/03;;B60Q1/04;;B60R1/00;;B60R16/02,
20,CN,015-083-392-273-244,2020-04-03,CN 201880048975 A,2018-08-30,POLYPROPYLENE COMPOSITION,SABIC GLOBAL TECHNOLOGIES BV,,4,0,C08L23/12;;C08L2207/02;;C08L23/14;;C08J3/005;;C08J2323/14;;C08J2423/08;;C08L2205/02;;C08L2207/02,C08L23/12,
21,US,041-025-417-088-481,2018-01-04,US 201515538766 A,2015-12-21,POLYPROPYLENE COMPOSITION,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2017-06-26),0,5,C08L23/10;;C08L2203/30;;C08L2205/02;;C08L2205/025;;C08L2207/02;;C08L23/12;;C08K3/34;;C08K7/14;;C08K2201/003;;C08L23/10;;C08L23/142;;C08L23/26;;C08L2203/30;;C08L2205/02;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L23/12;;C08K3/34;;C08K7/14;;C08K2201/003;;C08L23/10;;C08L23/142;;C08L23/16;;C08L23/26;;C08L2203/30;;C08L2205/02;;C08L2205/025;;C08L2205/035;;C08L2207/02,C08L23/12,
22,EP,157-438-924-521-94X,2019-06-19,EP 17736972 A,2017-07-13,POLYPROPYLENE COMPOSITION,SABIC GLOBAL TECHNOLOGIES BV,,0,0,C08J9/0023;;C08J3/12;;C08J3/28;;C08J9/0066;;C08J9/0095;;C08J9/141;;C08J2201/026;;C08J2201/03;;C08J2203/14;;C08J2205/052;;C08J2323/12;;C08K5/005;;C08K5/1545;;C08L2203/14;;C08J9/0095;;C08J3/12;;C08J3/28;;C08J9/0066;;C08J2201/026;;C08J2201/03;;C08J2205/052;;C08J2323/12,C08J3/28;;C08J9/00;;C08K5/1545;;C08L23/12,
23,PL,124-550-977-333-339,2023-10-16,PL 17736972 T,2017-07-13,POLYPROPYLENE COMPOSITION,SABIC GLOBAL TECHNOLOGIES BV,,0,0,C08J9/0023;;C08J3/12;;C08J3/28;;C08J9/0066;;C08J9/0095;;C08J9/141;;C08J2201/026;;C08J2201/03;;C08J2203/14;;C08J2205/052;;C08J2323/12;;C08K5/005;;C08K5/1545;;C08L2203/14;;C08J9/0095;;C08J3/12;;C08J3/28;;C08J9/0066;;C08J2201/026;;C08J2201/03;;C08J2205/052;;C08J2323/12,C08J3/28;;C08J9/00;;C08K5/1545;;C08L23/12,
24,US,199-461-850-454-180,2019-01-08,US 201515538766 A,2015-12-21,Polypropylene composition,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2017-06-26),16,0,C08L23/10;;C08L2203/30;;C08L2205/02;;C08L2205/025;;C08L2207/02;;C08L23/12;;C08K3/34;;C08K7/14;;C08K2201/003;;C08L23/10;;C08L23/142;;C08L23/26;;C08L2203/30;;C08L2205/02;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L23/12;;C08K3/34;;C08K7/14;;C08K2201/003;;C08L23/10;;C08L23/142;;C08L23/16;;C08L23/26;;C08L2203/30;;C08L2205/02;;C08L2205/025;;C08L2205/035;;C08L2207/02,C08L23/12;;C08K3/34;;C08K7/14;;C08L23/10;;C08L23/16,
25,EP,003-257-194-017-823,2017-09-27,EP 15793801 A,2015-11-10,POLYPROPYLENE COMPOSITIONS,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V. (2018-05-02),2,0,C08L23/10;;C08L59/02;;C08L77/02;;C08L2201/10;;C08L23/10;;C08K7/14;;C08L59/02;;C08L77/02;;C08L2201/10;;C08L23/12;;B29C45/0001;;B29K2023/12;;B29K2105/0094;;C08K7/14;;C08L23/10;;C08L59/02;;C08L77/02;;C08L2201/10,C08L23/10;;C08L59/02;;C08L77/00,
26,WO,105-766-672-333-796,2018-02-15,EP 2017067684 W,2017-07-13,POLYPROPYLENE COMPOSITION,SABIC GLOBAL TECHNOLOGIES BV,,5,3,C08J3/28;;C08J9/0023;;C08J9/0066;;C08J9/0095;;C08J9/141;;C08K5/005;;C08K5/1545;;C08J2201/026;;C08J2201/03;;C08J2203/14;;C08J2205/052;;C08J2323/12;;C08L2203/14;;C08J3/12;;C08J3/12;;C08J3/28;;C08J9/0066;;C08J9/0095;;C08J2201/026;;C08J2201/03;;C08J2205/052;;C08J2323/12,C08J3/28;;C08J9/00;;C08K5/1545;;C08L23/12,
27,WO,080-147-358-222-424,2016-06-30,EP 2015080715 W,2015-12-21,POLYPROPYLENE COMPOSITION,SABIC GLOBAL TECHNOLOGIES BV,,2,13,C08L23/10;;C08L2203/30;;C08L2205/02;;C08L2205/025;;C08L2207/02;;C08L23/12;;C08K3/34;;C08K7/14;;C08K2201/003;;C08L23/10;;C08L23/142;;C08L23/26;;C08L2203/30;;C08L2205/02;;C08L2205/025;;C08L2205/035;;C08L2207/02;;C08L23/12;;C08K3/34;;C08K7/14;;C08K2201/003;;C08L23/10;;C08L23/142;;C08L23/16;;C08L23/26;;C08L2203/30;;C08L2205/02;;C08L2205/025;;C08L2205/035;;C08L2207/02,C08L23/10,
28,US,067-288-953-046-718,2018-11-22,US 201515528146 A,2015-11-10,POLYPROPYLENE COMPOSITIONS,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2017-05-18),4,3,C08L23/10;;C08L59/02;;C08L77/02;;C08L2201/10;;C08L23/10;;C08K7/14;;C08L59/02;;C08L77/02;;C08L2201/10;;C08L23/12;;B29C45/0001;;B29K2023/12;;B29K2105/0094;;C08K7/14;;C08L23/10;;C08L59/02;;C08L77/02;;C08L2201/10,C08L23/12;;B29C45/00,
29,EP,167-898-765-832-205,2020-07-08,EP 18759121 A,2018-08-30,POLYPROPYLENE COMPOSITION,SABIC GLOBAL TECHNOLOGIES BV,,0,0,C08L23/12;;C08L2207/02;;C08L23/14;;C08J3/005;;C08J2323/14;;C08J2423/08;;C08L2205/02;;C08L2207/02,C08L23/12,
30,US,022-502-854-283-699,2021-04-13,US 201716324138 A,2017-07-13,Polypropylene composition,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2019-02-19),5,0,C08J9/0023;;C08J3/12;;C08J3/28;;C08J9/0066;;C08J9/0095;;C08J9/141;;C08J2201/026;;C08J2201/03;;C08J2203/14;;C08J2205/052;;C08J2323/12;;C08K5/005;;C08K5/1545;;C08L2203/14;;C08J9/0095;;C08J3/12;;C08J3/28;;C08J9/0066;;C08J2201/026;;C08J2201/03;;C08J2205/052;;C08J2323/12,C08J9/00;;C08J3/12;;C08J3/28,
31,US,159-330-003-833-373,2020-02-04,US 201615576341 A,2016-05-18,Heterophasic polypropylene,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2017-12-07),16,0,C08L23/12;;C08L2203/18;;C08L2205/08;;C08L2207/02;;C08L23/12;;C08L23/16;;C08L53/00;;C08L67/00;;C08L2203/18;;C08L2205/08;;C08L2207/02;;C08L23/12;;C08L23/06;;C08L2203/18;;C08L2205/02;;C08L2205/03;;C08L2205/08;;C08L2207/02,C08L23/12;;C08L23/06,
32,CN,161-686-408-208-487,2019-04-26,CN 201780053263 A,2017-07-13,Polypropylene composition,SABIC GLOBAL TECHNOLOGIES BV,,10,0,C08J9/0023;;C08J3/12;;C08J3/28;;C08J9/0066;;C08J9/0095;;C08J9/141;;C08J2201/026;;C08J2201/03;;C08J2203/14;;C08J2205/052;;C08J2323/12;;C08K5/005;;C08K5/1545;;C08L2203/14;;C08J9/0095;;C08J3/12;;C08J3/28;;C08J9/0066;;C08J2201/026;;C08J2201/03;;C08J2205/052;;C08J2323/12,C08J3/28;;C08J9/00;;C08K5/1545;;C08L23/12,
33,EP,030-345-093-996-451,2023-03-15,EP 18759121 A,2018-08-30,POLYPROPYLENE COMPOSITION,SABIC GLOBAL TECHNOLOGIES BV,,7,0,C08L23/12;;C08L2207/02;;C08J3/005;;C08J2323/14;;C08J2423/08;;C08L23/14;;C08L2205/02;;C08L2207/02,C08L23/12,
34,CN,124-426-325-013-550,2017-08-29,CN 201580071254 A,2015-11-10,Polypropylene compositions,SABIC GLOBAL TECHNOLOGIES BV,,1,1,C08L23/10;;C08L59/02;;C08L77/02;;C08L2201/10;;C08L23/10;;C08K7/14;;C08L59/02;;C08L77/02;;C08L2201/10;;C08L23/12;;B29C45/0001;;B29K2023/12;;B29K2105/0094;;C08K7/14;;C08L23/10;;C08L59/02;;C08L77/02;;C08L2201/10,C08L23/10;;C08K7/14;;C08L59/02;;C08L77/02,
35,CN,182-547-108-466-718,2023-10-10,CN 202280015469 A,2022-02-18,Expanded beads comprising high melt strength polypropylene,SABIC GLOBAL TECHNOLOGIES BV,,0,0,C08J9/141;;C08J2201/03;;C08J2203/14;;C08J2323/12;;C08J2323/14;;C08J2323/16;;C08J2323/26;;C08J2323/36,C08J3/28,
36,WO,068-554-676-517-635,2022-08-25,EP 2022054068 W,2022-02-18,EXPANDED BEADS COMPRISING HIGH MELT STRENGTH POLYPROPYLENE,SABIC GLOBAL TECHNOLOGIES BV,,12,0,C08L23/12;;C08L2203/14;;C08L2201/08;;C08J9/16;;C08J9/0061;;C08J2423/12;;C08J2323/10;;C08J2423/06;;C08J2323/14;;C08J2323/16;;C08J2201/03;;C08J2203/14;;C08J9/141;;C08J9/232;;C08J9/0061;;C08J9/0028;;C08J9/0066;;C08L2201/08;;C08L2205/025;;C08L2203/14;;C08L23/12;;C08K5/17;;C08J2323/12;;C08J9/0061;;C08J9/141;;C08J9/18;;C08J2203/14;;C08J2205/05;;C08J2323/06;;C08J2323/12;;C08J2323/14;;C08L23/06;;C08L23/12;;C08L23/142;;C08L2203/30;;C08L2205/025;;C08L2205/035;;C08F110/06;;C08J2205/052;;C08J2423/12;;C08K3/34;;C08F10/06;;C08J5/18;;C08J7/123;;C08J9/0066;;C08J2201/03;;C08J2323/18;;C08J9/0038;;C08L2203/14;;C08L2205/03,C08J3/28;;C08L23/26,
37,US,175-609-906-500-279,2024-01-25,US 202218275114 A,2022-02-18,EXPANDED BEADS COMPRISING HIGH MELT STRENGTH POLYPROPYLENE,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2023-07-13),0,0,C08L23/12;;C08L2203/14;;C08L2201/08;;C08J9/16;;C08J9/0061;;C08J2423/12;;C08J2323/10;;C08J2423/06;;C08J2323/14;;C08J2323/16;;C08J2201/03;;C08J2203/14;;C08J9/141;;C08J9/232;;C08J9/0061;;C08J9/0028;;C08J9/0066;;C08L2201/08;;C08L2205/025;;C08L2203/14;;C08L23/12;;C08K5/17;;C08J2323/12;;C08J9/0061;;C08J9/141;;C08J9/18;;C08J2203/14;;C08J2205/05;;C08J2323/06;;C08J2323/12;;C08J2323/14;;C08L23/06;;C08L23/12;;C08L23/142;;C08L2203/30;;C08L2205/025;;C08L2205/035;;C08F110/06;;C08J2205/052;;C08J2423/12;;C08K3/34;;C08F10/06;;C08J5/18;;C08J7/123;;C08J9/0066;;C08J2201/03;;C08J2323/18;;C08J9/0038;;C08L2203/14;;C08L2205/03,C08J9/18;;C08J9/00;;C08J9/14;;C08L23/06;;C08L23/12;;C08L23/14,
38,WO,114-952-003-412-257,2022-05-05,EP 2021078971 W,2021-10-19,"PROCESS FOR PRODUCING A POLYPROPYLENE COMPOSITION, AND POLYPROPYLENE COMPOSITION SO PRODUCED",SABIC GLOBAL TECHNOLOGIES BV,,14,0,B29B7/426;;B29B7/603;;B29B7/7461;;B29B7/748;;B29B7/7485;;B29B7/86;;B29B9/06;;B29C48/022;;B29C48/297;;B29C48/385;;B29C48/767;;B29K2023/12;;B29K2105/0005;;B29K2105/0026;;B29K2105/0094;;B29K2105/04;;B29K2995/0089;;C08L23/12;;C08L23/14;;B29B7/007;;B29B7/426;;B29B7/728;;B29B9/06;;B29K2023/14;;B29K2105/0026;;B29K2105/0094;;B29K2309/08,B29B7/42;;B29B7/60;;B29B7/74;;B29B7/86;;B29B9/06;;B29C48/02;;B29C48/285;;B29C48/385;;B29C48/505;;B29C48/76;;B29K105/00;;C08L23/12;;C08L23/14,
39,WO,180-193-162-493-153,2022-06-16,EP 2021084318 W,2021-12-06,POLYPROPYLENE COMPOSITION WITH IMPROVED STRESS WHITENING PERFORMANCE,SABIC GLOBAL TECHNOLOGIES BV,,7,0,C08L23/12;;C08L2205/025;;C08L2205/03;;B29C45/0001;;H01M50/121;;H01M2220/20;;H01M10/06;;H01M50/134;;Y02E60/10;;B29C45/0001;;B29K2023/08;;B29K2023/12;;B29L2031/3468;;C08L23/0815;;C08L23/12;;C08L2203/20;;C08L2205/025;;C08L2205/03,B29C45/00;;C08L23/12;;H01M50/121,
40,US,092-433-926-314-195,2023-12-28,US 202118033727 A,2021-10-19,"PROCESS FOR PRODUCING A POLYPROPYLENE COMPOSITION, AND POLYPROPYLENE COMPOSITION SO PRODUCED",SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2022-12-08),0,0,B29B7/426;;B29B7/603;;B29B7/7461;;B29B7/748;;B29B7/7485;;B29B7/86;;B29B9/06;;B29C48/022;;B29C48/297;;B29C48/385;;B29C48/767;;B29K2023/12;;B29K2105/0005;;B29K2105/0026;;B29K2105/0094;;B29K2105/04;;B29K2995/0089;;C08L23/12;;C08L23/14;;B29B7/007;;B29B7/426;;B29B7/728;;B29B9/06;;B29K2023/14;;B29K2105/0026;;B29K2105/0094;;B29K2309/08,B29B7/00;;B29B7/42;;B29B7/72;;B29B9/06,
41,US,136-357-452-486-202,2023-09-28,US 202118033926 A,2021-10-19,"PROCESS FOR PRODUCING POLYPROPYLENE COMPOSITION, AND POLYPROPYLENE COMPOSITIONS SO PRODUCED",SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2022-12-08),1,0,B29B7/426;;B29B7/603;;B29B7/7461;;B29B7/748;;B29B7/7485;;B29B7/86;;B29B9/06;;B29C48/385;;B29C48/767;;B29C48/507;;C08L23/10;;C08L23/12;;C08L2205/03;;C08L23/14;;C08L2310/00;;B29C48/345;;B29C48/022;;B29C48/385;;B29C48/04;;B29C48/507;;B29K2023/12;;C08L23/12;;C08L2205/03;;C08L2310/00,B29C48/00;;B29C48/04;;B29C48/345;;B29C48/385;;B29C48/505;;C08L23/12,
42,CN,085-891-264-842-232,2023-08-01,CN 202180071698 A,2021-10-19,Method for producing polypropylene composition and polypropylene composition produced thereby,SABIC GLOBAL TECHNOLOGIES BV,,0,0,B29B7/426;;B29B7/603;;B29B7/7461;;B29B7/748;;B29B7/7485;;B29B7/86;;B29B9/06;;B29C48/022;;B29C48/297;;B29C48/385;;B29C48/767;;B29K2023/12;;B29K2105/0005;;B29K2105/0026;;B29K2105/0094;;B29K2105/04;;B29K2995/0089;;C08L23/12;;C08L23/14;;B29B7/007;;B29B7/426;;B29B7/728;;B29B9/06;;B29K2023/14;;B29K2105/0026;;B29K2105/0094;;B29K2309/08,B29B7/42,
