"#",Jurisdiction,Lens ID,Publication Date,Application Number,Application Date,Title,Applicants,Owners,Cites Patent Count,Cited by Patent Count,CPC Classifications,IPCR Classifications,US Classifications
4337,US,117-517-302-428-120,2019-02-14,US 201616076739 A,2016-12-21,SYNTHESIS OF SAPO-34 AND USE IN CHLOROMETHANE TO OLEFINS REACTIONS,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2016-03-21),0,2,C01B37/08;;C07C1/26;;C01B39/54;;C07C2529/84;;C07C2529/85;;B01J23/34;;B01J29/85;;B01J35/40;;B01J2235/00;;B01J35/45;;B01J2235/30;;B01J35/70;;C07C1/26;;C07C2529/85;;C01B37/08;;C07C2529/84;;C01B39/54;;B01J23/34;;B01J35/30;;B01J35/40;;B01J29/85;;B01J37/04;;B01J37/08;;C07C11/02,B01J29/85;;B01J35/00;;B01J37/04;;B01J37/08;;C07C1/26;;C07C11/02,
4338,WO,125-665-509-729-419,2019-02-28,US 2018/0046595 W,2018-08-14,"PROCESS FOR THE MANUFACTURE OF THERMOPLASTIC POLYMER PARTICLES, THERMOPLASTIC POLYMER PARTICLES PREPARED THEREBY, AND ARTICLES PREPARED THEREFROM",SABIC GLOBAL TECHNOLOGIES BV;;PATIL RAHUL,,6,1,C08J3/14;;C08J2369/00;;C08J2379/08;;C08J3/14;;C08J2369/00;;C08J2379/08;;C08J3/14;;C08J2369/00;;C08J2379/08,C08J3/14,
4339,US,151-532-133-232-693,2016-03-03,US 201414431070 A,2014-08-28,"POLYCARBONATE FILMS FOR CAPACITORS, METHODS OF MANUFACTURE, AND ARTICLES MANUFACTURED THEREFROM",SABIC GLOBAL TECHNOLOGIES BV,SHPP GLOBAL TECHNOLOGIES B.V (2020-11-01),10,18,C08J5/18;;B29C48/022;;B29C48/08;;C08G64/12;;C08J2369/00;;C08J2469/00;;C08L69/00;;C08G64/12;;B29C48/022;;B29C48/08;;B29C71/04;;C08J3/24;;C08J5/18;;C08J7/123;;C08L69/00;;H01G2/22;;H01G4/32;;C08J5/18;;B29C48/022;;B29C48/08;;B29C71/04;;B29K2069/00;;B29K2995/0007;;B29L2031/3412;;C08G64/12;;C08J3/24;;C08J7/123;;C08J2369/00;;C08J2469/00;;C08J2479/08;;C08L69/00;;H01G2/22,C08J5/18;;B29C48/08;;B29C71/04;;C08J3/24;;C08J7/12;;H01G2/22,
4340,US,138-880-976-840-208,2025-01-30,US 202218717092 A,2022-12-15,METHODS AND SYSTEMS FOR CONVERSION OF MIXED PLASTICS TO HIGH VALUE CHEMICALS,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2022-01-27),0,0,C10G1/10;;C10B53/07;;C10G11/18;;C10G9/005;;C10G35/00;;C10G45/00;;C10G69/04;;C10G51/026;;C10G51/04;;C10G2300/1003;;C10G2400/20;;C10G2400/30;;C10G31/09;;C10G31/10;;C10G9/36;;C10G1/002;;C10B57/045;;C10B55/00;;C08J11/12;;Y02W30/62;;C08J11/12;;C08J2300/30;;C10G69/04;;C10G2300/1003;;C10G2300/4006;;C10G2300/706;;C10G2300/708;;C10G2400/20;;C10G2400/30,C10G69/04;;C08J11/12,
4341,US,076-934-643-443-128,2019-10-24,US 201716467540 A,2017-12-07,QUANTUM DOT FILM AND APPLICATIONS THEREOF,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2016-12-07),0,1,H10K50/115;;H10H20/812;;H10K50/115;;H10H20/812;;B82Y40/00;;C01P2004/64;;C09K11/02;;C09K11/88;;H05B33/20;;H10K50/115;;H10F77/14;;H10H20/812;;H10H20/822;;H10H20/854;;H10H20/8512,H01L51/50;;C09K11/02;;C09K11/88;;H01L31/0352;;H01L33/06;;H01L33/26;;H01L33/50;;H01L33/56;;H05B33/20,
4342,EP,012-322-701-555-47X,2018-07-25,EP 14766068 A,2014-08-28,"POLYCARBONATE FILMS FOR CAPACITORS, METHODS OF MANUFACTURE, AND ARTICLES MANUFACTURED THEREFROM",SABIC GLOBAL TECHNOLOGIES BV,"SABIC GLOBAL TECHNOLOGIES B.V. (2018-05-02);;SHPP GLOBAL TECHNOLOGIES B.V., NL (2021-04-30)",2,0,C08J5/18;;B29C48/022;;B29C48/08;;C08G64/12;;C08J2369/00;;C08J2469/00;;C08L69/00;;C08G64/12;;B29C48/022;;B29C48/08;;B29C71/04;;C08J3/24;;C08J5/18;;C08J7/123;;C08L69/00;;H01G2/22;;H01G4/32;;C08J5/18;;B29C48/022;;B29C48/08;;B29C71/04;;B29K2069/00;;B29K2995/0007;;B29L2031/3412;;C08G64/12;;C08J3/24;;C08J7/123;;C08J2369/00;;C08J2469/00;;C08J2479/08;;C08L69/00;;H01G2/22,C08J5/18;;B29C48/08;;C08L69/00,
4343,US,102-731-394-034-34X,2024-08-20,US 201917049405 A,2019-05-09,Noise reducing filled polyester,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2018-05-14),14,0,B32B27/36;;C08L67/02;;B32B27/08;;B32B7/12;;B32B2307/732;;B32B2307/72;;B32B2307/102;;B32B2605/08;;C08L67/02;;C08K3/013;;C08K3/40;;C08K7/14;;B32B27/36;;B32B27/08;;B32B7/12;;B32B2307/102;;B32B2307/72;;B32B2605/08;;B32B7/12;;B32B27/36;;B32B2250/03;;B32B2307/102;;B32B2307/72;;B32B2307/732;;B60R13/08;;C08K3/34;;C08K3/40;;C08K5/101;;C08K5/20;;C08K2003/0887;;C08K2003/2241;;C08K2003/2272;;C08K2003/2296;;C08K2003/3036;;C08K2003/3045;;C08L23/06;;C08L67/03;;C08L2207/066,C08L67/03;;B32B7/12;;B32B27/36;;B60R13/08;;C08K3/08;;C08K3/22;;C08K3/30;;C08K3/34;;C08K3/40;;C08K5/101;;C08K5/20;;C08L23/06,
4344,WO,191-809-957-454-459,2017-05-18,US 2016/0061485 W,2016-11-11,CONDUCTIVE NANOPARTICLE DISPERSION PRIMER COMPOSITION AND METHODS OF MAKING AND USING THE SAME,SABIC GLOBAL TECHNOLOGIES BV;;CLINNIN DAVID DEAN,,10,0,C09D5/00;;H01B1/124;;C09D4/00;;C08J5/18;;C08J7/043;;C08J7/044;;C08J7/18;;C08L33/04;;C08L71/00;;C09D4/06;;C09D5/002;;C09D7/20;;C09D7/63;;C09D7/65;;C09D5/002;;C09D4/00;;C09D5/00;;C09D135/02;;H01B1/124,C09D5/00,
4345,WO,179-905-885-245-951,2019-05-02,IB 2018058334 W,2018-10-25,QUANTUM DOTS DISPOSED IN THIN FILM FOR PORTABLE DEVICE,SABIC GLOBAL TECHNOLOGIES BV,,5,2,H10K59/60;;H10K50/115;;H10K59/60,H01L51/50;;H01L27/32,
4346,WO,008-323-870-066-714,2016-11-10,US 2016/0028951 W,2016-04-22,METHOD FOR MAKING POROUS ASYMMETRIC MEMBRANES AND ASSOCIATED MEMBRANES AND SEPARATION MODULES,SABIC GLOBAL TECHNOLOGIES BV;;BERZINIS ALBIN PETER,,4,16,B01D71/52;;B01D71/76;;B01D2323/02;;B01D2323/06;;B01D2323/08;;B01D2323/18;;B01D2325/022;;B01D67/0016;;B01D2325/0231;;B01D67/00165;;B01D71/52;;B01D71/76;;B01D2323/02;;B01D2323/06;;B01D2323/08;;B01D2323/18;;B01D2325/022;;B01D67/0016;;C08L71/12,B01D67/00;;B01D71/52;;B01D71/76,
4347,EP,111-542-299-460-74X,2020-06-03,EP 18209600 A,2018-11-30,POLYMER FOAMS INCLUDING FUNCTIONALIZED CARBON NANOTUBES,SABIC GLOBAL TECHNOLOGIES BV,SHPP GLOBAL TECHNOLOGIES B.V. (2021-01-13),5,0,C08J9/0076;;C08J9/009;;C08J2201/03;;C08J2205/042;;C08J2333/12;;C08J2369/00;;C08J2371/12;;C08J2379/08;;C08J2383/10;;C08J2383/12;;C08J9/0076;;C08J9/122;;C08J9/125;;C08J9/141;;C08J9/143;;C08J2201/03;;C08J2203/06;;C08J2203/14;;C08J2203/142;;C08J2205/042;;C08J2205/044;;C08J2205/05;;C08J2205/052;;C08J2333/12;;C08J2369/00;;C08J2371/12;;C08J2379/08;;C08J2383/10;;C08J2383/12,C08J9/00;;C08J9/12;;C08J9/14;;C08J9/16,
4348,WO,189-877-448-419-631,2015-03-05,US 2014/0053182 W,2014-08-28,"POLYCARBONATE FILMS FOR CAPACITORS, METHODS OF MANUFACTURE, AND ARTICLES MANUFACTURED THEREFROM",SABIC INNOVATIVE PLASTICS IP;;MAHOOD JAMES ALAN,,2,5,C08J5/18;;B29C48/022;;B29C48/08;;C08G64/12;;C08J2369/00;;C08J2469/00;;C08L69/00;;C08G64/12;;B29C48/022;;B29C48/08;;B29C71/04;;C08J3/24;;C08J5/18;;C08J7/123;;C08L69/00;;H01G2/22;;H01G4/32;;C08J5/18;;B29C48/022;;B29C48/08;;B29C71/04;;B29K2069/00;;B29K2995/0007;;B29L2031/3412;;C08G64/12;;C08J3/24;;C08J7/123;;C08J2369/00;;C08J2469/00;;C08J2479/08;;C08L69/00;;H01G2/22,C08J5/18;;B29C48/08;;C08L69/00,
4349,EP,010-957-077-485-936,2023-11-15,EP 15713019 A,2015-02-19,"MULTILAYER SHEET, METHODS FOR MAKING THE SAME, AND ARTICLES COMPRISING THE MULTILAYER SHEET",SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V. (2018-05-02),2,0,B32B27/08;;B32B27/308;;B32B27/365;;B32B2250/24;;B32B2255/10;;B32B2255/26;;B32B2307/558;;B32B2307/584;;B32B2457/202;;C08J7/042;;C08J7/043;;C08J7/046;;B32B27/08;;B32B27/308;;B32B27/365;;B32B2250/24;;B32B2255/10;;B32B2255/26;;B32B2307/554;;B32B2307/558;;B32B2307/584;;B32B2457/202;;C08J7/042;;C08J2333/12;;C08J2369/00;;C08J2475/16;;C09D175/14;;B32B27/08;;B32B27/308;;B32B27/365;;B32B2250/24;;B32B2255/10;;B32B2255/26;;B32B2307/558;;B32B2307/584;;B32B2457/202;;C08J7/042;;C08J7/043;;C08J7/046;;C08J2333/12;;C08J2369/00;;C08J2475/16,B32B27/30;;B32B27/36;;B32B27/40,
4350,EP,184-452-515-559-437,2020-10-21,EP 16722380 A,2016-04-27,"FLAME RETARDANT COMPOSITION, METHODS OF MANUFACTURE THEREOF AND ARTICLES COMPRISING THE SAME",SABIC GLOBAL TECHNOLOGIES BV,"SABIC GLOBAL TECHNOLOGIES B.V. (2018-05-02);;SHPP GLOBAL TECHNOLOGIES B.V., NL (2021-04-30)",3,0,C08L69/00;;C08K5/5399;;C08L25/12;;C08L55/02;;C08L67/02;;C08L83/10;;C08K5/0066;;C08K5/5399;;C08L25/12;;C08L55/02;;C08L67/02;;C08L69/00;;C08L83/10,C08L69/00;;C08K5/5399;;C08L25/12;;C08L55/02;;C08L67/02;;C08L83/10,
4351,US,000-711-521-102-08X,2018-05-22,US 201314024000 A,2013-09-11,Molded article having enhanced aesthetic effect and method and system for making the molded article,SHEN QINGYA;;KONG XIN;;CAO SHIPU;;AN NARONG;;CHOI JONG MIN;;PAN SHENGPING;;SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2014-04-02),58,2,B29C45/14778;;B29C45/1671;;B29C45/0001;;B29C45/14434;;B29K2067/00;;B29K2069/00;;C08L67/02;;C08L69/00;;C08L2205/03;;Y10T428/24942;;Y10T428/252;;Y10T428/31507;;B29C45/1671;;B29C45/0001;;B29C45/14434;;B29C45/14778;;B29K2067/00;;B29K2069/00;;C08K7/14;;C08L67/02;;C08L69/00;;Y10T428/24942;;Y10T428/252;;Y10T428/31507;;B29C45/1671;;B29C45/0001;;B29C45/14434;;B29C45/14778;;B29K2067/00;;B29K2069/00;;B32B27/06;;C08K7/14;;C08L67/02;;C08L69/00;;Y10T428/24942;;Y10T428/252;;Y10T428/31507,B32B27/06;;B29C45/00;;B29C45/14;;B29C45/16;;B29K67/00;;B29K69/00;;B32B7/02;;C08L67/02,
4352,WO,098-036-336-208-092,2017-10-12,IB 2017051928 W,2017-04-04,ARMRESTS INCLUDING ONE OR MORE LAMINATES AND METHODS AND KITS FOR MAKING THE SAME,SABIC GLOBAL TECHNOLOGIES BV;;MAY ANDY,,3,3,A47C7/54;;B29C45/14786;;B60N2/68;;B60N2/75;;B61D33/005;;B64D11/0644;;A47C7/543;;A47C7/54;;B29C45/14631;;B29C45/14786;;B29K2079/085;;B29K2307/04;;B29K2309/08;;B29L2031/3026;;B32B27/08;;B32B27/281;;B32B2262/101;;B32B2262/106;;B32B2605/003;;B60N2/68;;B60N2/75;;B60N2/753;;B61D33/005;;B64D11/0644,B60N2/75;;A47C7/54;;B29C45/00;;B29C70/00;;B60N2/68;;B61D33/00;;B64D11/06,
4353,US,151-223-692-919-353,2019-09-24,US 201615568677 A,2016-04-22,Method for making porous asymmetric membranes and associated membranes and separation modules,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2017-10-13);;SHPP GLOBAL TECHNOLOGIES B.V (2020-11-01),129,1,B01D71/52;;B01D71/76;;B01D2323/02;;B01D2323/06;;B01D2323/08;;B01D2323/18;;B01D2325/022;;B01D67/0016;;B01D2325/0231;;B01D67/00165;;B01D71/52;;B01D71/76;;B01D2323/02;;B01D2323/06;;B01D2323/08;;B01D2323/18;;B01D2325/022;;B01D67/0016;;C08L71/12,B01D67/00;;B01D71/52;;B01D71/76;;C08L71/12,
4354,EP,164-971-751-588-722,2016-10-12,EP 12778421 A,2012-08-20,A MOLDED ARTICLE HAVING ENHANCED AESTHETIC EFFECT AND METHOD AND SYSTEM FOR MAKING THE MOLDED ARTICLE,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V. (2016-08-03),6,0,B29C45/14778;;B29C45/1671;;B29C45/0001;;B29C45/14434;;B29K2067/00;;B29K2069/00;;C08L67/02;;C08L69/00;;C08L2205/03;;Y10T428/24942;;Y10T428/252;;Y10T428/31507;;B29C45/1671;;B29C45/0001;;B29C45/14434;;B29C45/14778;;B29K2067/00;;B29K2069/00;;C08K7/14;;C08L67/02;;C08L69/00;;Y10T428/24942;;Y10T428/252;;Y10T428/31507;;B29C45/1671;;B29C45/0001;;B29C45/14434;;B29C45/14778;;B29K2067/00;;B29K2069/00;;B32B27/06;;C08K7/14;;C08L67/02;;C08L69/00;;Y10T428/24942;;Y10T428/252;;Y10T428/31507,B29C45/00;;B29C45/14;;B29C45/16;;B29K67/00;;B29K69/00;;B32B7/02;;B32B27/06;;C08L67/02,
4355,EP,015-267-871-574-091,2020-04-22,EP 19202938 A,2019-10-14,CURABLE EPOXY COMPOSITIONS AND CURED PRODUCTS THEREOF,SABIC GLOBAL TECHNOLOGIES BV,SHPP GLOBAL TECHNOLOGIES B.V. (2021-03-10),12,2,C08G59/26;;C08G59/245;;C08G59/226;;C08L63/00;;C08G59/188;;C08G59/24;;C08G59/245;;C08G59/26;;C08G59/38;;C08G59/40;;C08G59/42;;C08G59/50;;C08L63/00;;C09D163/00;;C09J163/00;;C09D7/65;;C09D7/70;;C08L63/00;;C08L2205/025;;C08L2205/035;;C08L2207/53;;C09D163/00;;C09J5/06;;C09J11/08;;C09J163/00;;C09J2409/00;;C09J2433/00;;C09J2463/00,C08G59/18;;C08G59/24;;C08G59/26;;C08G59/38;;C08G59/40;;C08G59/42;;C08G59/50;;C08L63/00;;C09D163/00;;C09J163/00,
4356,WO,079-459-094-026-960,2019-11-14,US 2019/0031515 W,2019-05-09,NOISE REDUCING FILLED POLYESTER,SABIC GLOBAL TECHNOLOGIES BV;;HU ZHAOKANG,,3,1,B32B27/36;;C08L67/02;;B32B27/08;;B32B7/12;;B32B2307/732;;B32B2307/72;;B32B2307/102;;B32B2605/08;;C08L67/02;;C08K3/013;;C08K3/40;;C08K7/14;;B32B27/36;;B32B27/08;;B32B7/12;;B32B2307/102;;B32B2307/72;;B32B2605/08;;B32B7/12;;B32B27/36;;B32B2250/03;;B32B2307/102;;B32B2307/72;;B32B2307/732;;B60R13/08;;C08K3/34;;C08K3/40;;C08K5/101;;C08K5/20;;C08K2003/0887;;C08K2003/2241;;C08K2003/2272;;C08K2003/2296;;C08K2003/3036;;C08K2003/3045;;C08L23/06;;C08L67/03;;C08L2207/066,C08L67/02,
4357,US,087-860-162-736-843,2021-01-26,US 201816638896 A,2018-08-14,Light olefin production via an integrated steam cracking and hydrocracking process,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2017-08-16),21,0,C10G69/06;;C10G9/36;;C10G2400/20;;Y02P30/40;;C10G69/06;;C10G9/36;;C10G47/18;;C10G2300/4006;;C10G2300/4012;;C10G2300/4018;;C10G2300/4025;;C10G2300/4081;;C10G2400/20,C10G69/06;;C10G9/36;;C10G47/18,
4358,US,114-807-218-232-375,2008-09-16,US 64102903 A,2003-08-15,"Thermally stable polymers, method of preparation, and articles made therefrom",SABIC INNOVATIVE PLASTICS IP,,48,5,B32B27/08;;B32B27/06;;B32B27/18;;C08G63/19;;C08G63/64;;C08G63/676;;C08G63/6956;;C08G63/79;;C08G63/85;;C08J7/0427;;C08J7/043;;C08J7/046;;C08J2467/00;;C09D167/03;;F02B61/045;;Y10T428/1355;;Y10T428/1359;;Y10T428/25;;Y10T428/254;;Y10T428/2942;;Y10T428/31507;;Y10T428/31565;;Y10T428/31786;;B32B27/08;;B32B27/06;;B32B27/18;;B32B27/20;;B32B27/36;;B32B27/365;;B32B2307/4026;;B32B2367/00;;B32B2369/00;;B32B2605/00;;C08G63/19;;C08G63/64;;C08G63/676;;C08G63/6956;;C08G63/79;;C08G63/85;;C08J7/0427;;C08J7/043;;C08J7/046;;C08J2467/00;;C09D167/03;;F02B61/045;;Y10T428/1355;;Y10T428/1359;;Y10T428/25;;Y10T428/254;;Y10T428/2942;;Y10T428/31507;;Y10T428/31565;;Y10T428/31786,B32B27/36;;C08L67/02;;B32B27/06;;B32B27/08;;B32B27/18;;C08G63/19;;C08G63/199;;C08G63/64;;C08G63/676;;C08G63/695;;C08G63/79;;C08G63/85;;C08G63/87;;C08G63/89;;C08J7/043;;C08J7/046;;C08L101/00;;C09D167/03;;F02B61/04,525/165;;525/88;;525/133;;528/64;;528/176;;528/196;;528/198;;528/274
4359,US,131-017-210-880-386,2010-11-02,US 357207 A,2007-12-28,Diffuser for flat panel display,SABIC INNOVATIVE PLASTICS IP,SABIC GLOBAL TECHNOLOGIES B.V (2014-04-02),17,3,G02B5/0231;;C09K2323/00;;C09K2323/051;;G02B5/0242;;G02B5/0268;;G02B5/0278;;G02B5/045;;G02B6/0051;;G02F1/133607;;G02B5/02;;C08J5/18;;G02F1/1335;;G02B5/0231;;C09K2323/00;;C09K2323/051;;G02B5/0242;;G02B5/0268;;G02B5/0278;;G02B5/045;;G02B6/0051;;G02F1/133607,G02F1/335;;C08K5/50;;C08L69/00;;F21V8/00;;G02B5/02;;G02B5/04;;G02F1/13357,428/1.51;;428/1.1;;362/607
4360,US,165-920-108-247-079,2021-02-09,US 201515111234 A,2015-02-19,"Multilayer sheet, methods for making and using the same, and articles comprising the multilayer sheet",SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2014-02-13),20,0,B32B27/08;;B32B27/308;;B32B27/365;;B32B2250/24;;B32B2255/10;;B32B2255/26;;B32B2307/558;;B32B2307/584;;B32B2457/202;;C08J7/042;;C08J7/043;;C08J7/046;;B32B27/08;;B32B27/308;;B32B27/365;;B32B2250/24;;B32B2255/10;;B32B2255/26;;B32B2307/554;;B32B2307/558;;B32B2307/584;;B32B2457/202;;C08J7/042;;C08J2333/12;;C08J2369/00;;C08J2475/16;;C09D175/14;;B32B27/08;;B32B27/308;;B32B27/365;;B32B2250/24;;B32B2255/10;;B32B2255/26;;B32B2307/558;;B32B2307/584;;B32B2457/202;;C08J7/042;;C08J7/043;;C08J7/046;;C08J2333/12;;C08J2369/00;;C08J2475/16,B32B27/08;;B32B27/30;;B32B27/36;;C08J7/043;;C08J7/046,
4361,US,170-913-629-984-31X,2015-01-01,US 201313930456 A,2013-06-28,INTUMESCENT COATING COMPOSITION COMPRISING PARTICULATE POLY(PHENYLENE ETHER),SABIC INNOVATIVE PLASTICS IP,SABIC GLOBAL TECHNOLOGIES B.V (2013-06-27),8,12,C09D5/185;;C09D4/06;;C09D133/12;;C09D163/00;;C09D171/12;;Y10T428/269;;Y10T428/31678;;C09D5/185;;C09D4/06;;C09D133/12;;C09D163/00;;C09D171/12;;Y10T428/269;;Y10T428/31678,C09D5/18,428/339;;521/135;;521/92;;521/91;;521/89;;521/85;;427/386;;428/457
4362,US,029-343-624-346-614,2018-11-08,US 201615775520 A,2016-11-11,CONDUCTIVE NANOPARTICLE DISPERSION PRIMER COMPOSITION AND METHODS OF MAKING AND USING THE SAME,SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V (2015-11-16),0,1,C09D5/00;;H01B1/124;;C09D4/00;;C08J5/18;;C08J7/043;;C08J7/044;;C08J7/18;;C08L33/04;;C08L71/00;;C09D4/06;;C09D5/002;;C09D7/20;;C09D7/63;;C09D7/65;;C09D5/002;;C09D4/00;;C09D5/00;;C09D135/02;;H01B1/124,C09D5/00;;C09D4/00;;C09D135/02;;H01B1/12,
4363,EP,055-502-758-631-101,2017-09-06,EP 14771744 A,2014-09-12,"POLYETHERIMIDES, METHODS OF MANUFACTURE, AND ARTICLES FORMED THEREFROM",SABIC GLOBAL TECHNOLOGIES BV,SABIC GLOBAL TECHNOLOGIES B.V. (2018-05-02),2,0,C08G73/1071;;C07D209/48;;C08G73/1003;;C08G73/1046;;C08G73/1053;;C08G73/1067;;C08K5/51;;C08L79/08;;C09D179/08;;D01F6/74;;C08G73/1071;;C07D209/48;;C08G73/1003;;C08G73/1046;;C08G73/1053;;C08G73/1067;;C08J2379/08;;C08K5/51;;C08L79/08;;C09D179/08;;D01F6/74,C09D179/08;;C08G73/10;;C08K5/51;;C08L79/08;;D01F6/74,
4364,US,158-443-437-653-999,2015-12-03,US 201514822529 A,2015-08-10,"REINFORCED THERMOPLASTIC ARTICLES, COMPOSITIONS FOR THE MANUFACTURE OF THE ARTICLES, METHODS OF MANUFACTURE, AND ARTICLES FORMED THEREFROM",SABIC GLOBAL TECHNOLOGIES BV,,0,2,D04H1/5418;;D04H1/4209;;D04H1/4334;;D04H1/732;;D04H1/542;;B32B37/04;;B32B37/06;;B32B37/10;;B32B37/182;;B32B2605/00;;C08J9/0061;;C08J9/0066;;C08J9/0085;;C08J9/28;;C08J2379/08;;C08J2469/00;;C08K7/02;;D04H1/4209;;D04H1/4334;;D04H1/4382;;D04H1/5418;;D04H1/732;;C08J9/28;;B32B37/04;;B32B37/06;;B32B37/10;;B32B37/182;;B32B2605/00;;C08J9/0061;;C08J9/0066;;C08J9/0085;;C08J2379/08;;C08J2469/00;;D04H1/4209;;D04H1/4334;;D04H1/5418;;D04H1/732,C08J9/28;;B32B37/04;;B32B37/06;;B32B37/10;;B32B37/18;;C08J9/00,
4365,WO,162-665-903-849-082,2014-12-31,US 2014/0041515 W,2014-06-09,INTUMESCENT COATING COMPOSITION COMPRISING PARTICULATE POLY(PHENYLENE ETHER),SABIC INNOVATIVE PLASTICS IP;;TARKIN-TAS EYLEM,,6,13,C09D5/185;;C09D4/06;;C09D133/12;;C09D163/00;;C09D171/12;;Y10T428/269;;Y10T428/31678;;C09D5/185;;C09D4/06;;C09D133/12;;C09D163/00;;C09D171/12;;Y10T428/269;;Y10T428/31678,C09D5/18;;C09D7/12;;C09D135/08,
4366,WO,177-114-397-235-793,2009-01-08,IB 2008052517 W,2008-06-24,POLYMERIC FOAMS WITH NANOCELLULAR MORPHOLOGY AND METHODS FOR MAKING THEM,SABIC INNOVATIVE PLASTICS IP;;THIAGARAJAN CHINNIAH;;CHATTERJEE GAUTAM;;SRIRAMAN RAVI;;RAJENDRAN SANTHOSH KUMAR;;VAIDYALINGAM ANAND,,7,7,C08J9/04;;C08J2201/03;;C08J2300/10;;C08J2300/106;;C08J2367/03;;C08J2369/00;;C08J2371/12;;Y10T428/249921;;Y10T428/249978;;Y10T428/249979;;Y10T428/249986;;C08J9/04;;C08J2201/03;;C08J2300/10;;C08J2300/106;;C08J2367/03;;C08J2369/00;;C08J2371/12;;Y10T428/249921;;Y10T428/249978;;Y10T428/249979;;Y10T428/249986,C08J9/04;;C08L101/02,
4367,WO,023-643-643-098-835,2016-03-17,US 2015/0034126 W,2015-06-04,METHODS FOR PRODUCING A THIN FILM FERROELECTRIC DEVICE USING A TWO-STEP TEMPERATURE PROCESS,SABIC GLOBAL TECHNOLOGIES BV;;PARK JI HOON;;ALSHAREEF HUSAM N;;ODEN IHAB N;;KHAN MOHD A,,5,0,C09D127/16;;H01L21/324;;H10N15/10;;H10N30/302;;H10N30/04;;H10N30/077;;H10N30/098;;H10D64/689;;H10D30/0415;;H10D30/701;;H01L21/32056;;H01L21/324;;H10B53/30;;H10B51/30;;H10D64/689;;H10D30/0415;;H10D30/701;;C09D127/16;;H01L21/324;;H10B51/30;;H10B53/30;;H10N15/10;;H10N15/15;;H10N30/04;;H10N30/077;;H10N30/098;;H10N30/857;;H10N30/302;;H10D30/0415;;H10D30/701;;H10D64/689;;H01L21/02118;;H01L21/02282;;H01L21/28176;;H01L21/321,H01L21/8247;;H10N30/098;;H01L27/115;;H10N15/10;;H10N30/077;;H10N30/20;;H10N30/30;;H10N30/857,
4368,WO,034-349-304-381-128,2018-06-14,IB 2017057736 W,2017-12-07,QUANTUM DOT FILM AND APPLICATIONS THEREOF,SABIC GLOBAL TECHNOLOGIES BV,,5,0,H10K50/115;;H10H20/812;;H10K50/115;;H10H20/812;;B82Y40/00;;C01P2004/64;;C09K11/02;;C09K11/88;;H05B33/20;;H10K50/115;;H10F77/14;;H10H20/812;;H10H20/822;;H10H20/854;;H10H20/8512,H01L51/50;;H01L33/06,
4369,WO,028-572-102-921-688,2019-06-27,US 2018/0067273 W,2018-12-21,THERMOPLASTIC COMPOSITION INCLUDING PASSIVATED CHROMOPHORE,SABIC GLOBAL TECHNOLOGIES BV;;HEIN CHRISTOPHER LUKE,,11,0,C08K9/08;;C01P2006/62;;C01P2006/63;;C01P2006/64;;C01P2006/65;;C01P2006/66;;C09C1/00;;C09C3/12;;C09C3/12;;C01P2006/64;;C01P2006/65;;C01P2006/66;;C08K3/105;;C08K3/22;;C08K9/08;;C08K2003/2262;;C08L69/00;;C09C1/00,C09C3/10;;C08K9/08;;C09K11/08,
4370,WO,199-011-257-485-121,2017-06-29,US 2016/0061485 W,2016-11-11,CONDUCTIVE NANOPARTICLE DISPERSION PRIMER COMPOSITION AND METHODS OF MAKING AND USING THE SAME,SABIC GLOBAL TECHNOLOGIES BV;;CLINNIN DAVID DEAN,,0,0,C09D5/00;;H01B1/124;;C09D4/00;;C08J5/18;;C08J7/043;;C08J7/044;;C08J7/18;;C08L33/04;;C08L71/00;;C09D4/06;;C09D5/002;;C09D7/20;;C09D7/63;;C09D7/65;;C09D5/002;;C09D4/00;;C09D5/00;;C09D135/02;;H01B1/124,C09D5/00,
